id	class	flag	verdict	detail	pass
29262	other	unmatched	dup	write port file ide-server — 端口文件已有	manual
29267	other	unmatched	boundary	/ide commands — their UI	manual
29268	other	unmatched	noise	docs internal	manual
29272	other	unmatched	noise	revert internal	manual
29274	other	unmatched	noise	test internal	manual
29275	other	unmatched	dup	pending tool calls before IDE context — 上下文序已有	manual
29282	other	unmatched	dup	no uncompressed history fn response — 历史边界已有	manual
29283	other	unmatched	dup	loop detection service — 循环检测已有	manual
29285	other	unmatched	noise	refactor internal	manual
29287	other	unmatched	noise	migrate internal	manual
29292	other	unmatched	noise	revert internal	manual
29298	other	unmatched	noise	migrate internal	manual
29301	other	unmatched	dup	/ide status+install — IDE命令已有	manual
29311	other	unmatched	noise	migrate internal	manual
29313	other	unmatched	noise	tag internal	manual
29320	other	unmatched	noise	name noise	manual
29323	other	unmatched	noise	release internal	manual
29324	other	unmatched	noise	prompt internal	manual
29326	other	unmatched	noise	dep internal	manual
29331	other	unmatched	dup	excludeTools/includeTools mcpServers — 工具过滤已有	manual
29334	other	unmatched	noise	release internal	manual
29338	other	unmatched	noise	slash internal	manual
29341	other	unmatched	noise	install internal	manual
29347	other	unmatched	dup	cyclic tool refs warning — 循环引用警告已有	manual
29351	other	unmatched	dup	auto-omit bad schema tools — 坏schema省略已有	manual
29355	other	unmatched	noise	migrate internal	manual
29363	other	unmatched	boundary	diff options — their UI	manual
29365	other	unmatched	noise	keybinding internal	manual
29402	other	unmatched	noise	rename internal	manual
29404	other	unmatched	noise	update internal	manual
29422	security-secrets	unmatched	noise	vuln internal	manual
29434	security-secrets	unmatched	noise	vuln internal	manual
29475	sandbox-exec	unmatched	noise	test internal	manual
29476	sandbox-exec	unmatched	dup	sandbox write-protected governance files — 治理文件保护已有	manual
29510	sandbox-exec	unmatched	noise	build internal	manual
29520	skills-plugins	unmatched	dup	skills-based composition — 技能组合已有	manual
29560	skills-plugins	unmatched	noise	skill internal	manual
29578	skills-plugins	unmatched	noise	config internal	manual
29580	skills-plugins	unmatched	noise	skills internal	manual
29584	skills-plugins	unmatched	dup	match extension ID on stop — 扩展标识已有	manual
29589	skills-plugins	unmatched	noise	skill internal	manual
29594	skills-plugins	unmatched	dup	extension settings hooks/agents/skills — 设置面已有	manual
29614	skills-plugins	unmatched	boundary	skill UX — their UI	manual
29618	skills-plugins	unmatched	noise	ci internal	manual
29625	skills-plugins	unmatched	dup	extension settings /extensions list — 设置展示已有	manual
29629	skills-plugins	unmatched	boundary	skill counts status — their UI	manual
29633	skills-plugins	unmatched	noise	skills internal	manual
29643	skills-plugins	unmatched	dup	per-extension settings commands — 设置命令已有	manual
29644	skills-plugins	unmatched	noise	test internal	manual
29649	skills-plugins	unmatched	noise	logging internal	manual
29651	skills-plugins	unmatched	dup	reload respect exclude tools — 重载遵从已有	manual
29659	skills-plugins	unmatched	dup	extension settings on install — 安装询问已有	manual
29660	skills-plugins	unmatched	dup	ExtensionManager class — 扩展管理已有	manual
29667	skills-plugins	unmatched	dup	extension name in mcp list — 来源标记已有	manual
29668	skills-plugins	unmatched	dup	extension IDs — 扩展标识已有	manual
29673	skills-plugins	unmatched	noise	test internal	manual
29684	skills-plugins	unmatched	noise	rename internal	manual
29700	skills-plugins	unmatched	dup	extension variables — 变量已有	manual
29702	skills-plugins	unmatched	boundary	suggest name — their UI	manual
29721	approval-gate	unmatched	dup	tighten memory patch allowlist — 白名单收紧已有	manual
29739	approval-gate	unmatched	dup	relax sandbox plan mode match defaults — 模式对齐已有	manual
29741	approval-gate	unmatched	boundary	approve button — their UI	manual
29749	approval-gate	unmatched	boundary	privacy consent — their UI	manual
29817	approval-gate	unmatched	dup	@-includes outside workspace w/ permission — 权限外引已有	manual
29833	approval-gate	unmatched	boundary	scrollable approvals — their UI	manual
29857	approval-gate	unmatched	dup	chained workflows permission — 链权限已有	manual
29868	approval-gate	unmatched	boundary	colors — their UI	manual
29873	approval-gate	unmatched	dup	install path in consent+trust check — 同意对话已有	manual
29878	approval-gate	unmatched	dup	re-request consent on update — 更新再同意已有	manual
29899	approval-gate	unmatched	dup	force restart trust change — 信任重启已有	manual
29906	remote-cloud	unmatched	noise	names noise	manual
29940	remote-cloud	unmatched	dup	previewFeatures remote flag — 特性旗标已有	manual
29946	remote-cloud	unmatched	noise	ci internal	manual
29948	remote-cloud	unmatched	noise	ci internal	manual
29950	remote-cloud	unmatched	dup	custom commands headless — 无头命令已有	manual
29953	models-routing	unmatched	noise	names noise	manual
29954	models-routing	unmatched	noise	name noise	manual
29957	models-routing	unmatched	noise	names noise	manual
29959	models-routing	unmatched	noise	names noise	manual
29960	models-routing	unmatched	noise	names noise	manual
29962	models-routing	unmatched	noise	names noise	manual
29963	models-routing	unmatched	noise	names noise	manual
30021	models-routing	unmatched	noise	docs internal	manual
30024	models-routing	unmatched	noise	names noise	manual
30032	models-routing	unmatched	dup	error codes process exit — 退出码已有	manual
30052	models-routing	unmatched	noise	names noise	manual
30053	models-routing	unmatched	noise	test internal	manual
30065	models-routing	unmatched	noise	names noise	manual
30069	models-routing	unmatched	noise	name noise	manual
30070	models-routing	unmatched	noise	names noise	manual
30080	models-routing	unmatched	noise	metrics internal	manual
30082	models-routing	unmatched	noise	docs internal	manual
30085	models-routing	unmatched	noise	ci internal	manual
30090	models-routing	unmatched	dup	schema error handling auth — 认证容错已有	manual
30093	models-routing	unmatched	noise	link noise	manual
30094	models-routing	unmatched	noise	link noise	manual
30100	models-routing	unmatched	noise	constants internal	manual
30101	perf	unmatched	noise	perf internal	manual
30134	perf	unmatched	noise	metrics internal	manual
30137	perf	unmatched	dup	model availability background — 后台检查已有	manual
30190	git-pr-ci	unmatched	noise	ci internal	manual
30192	git-pr-ci	unmatched	noise	ci internal	manual
30197	git-pr-ci	unmatched	noise	merge internal	manual
30198	git-pr-ci	unmatched	noise	merge internal	manual
30199	git-pr-ci	unmatched	noise	merge internal	manual
30206	git-pr-ci	unmatched	noise	desc internal	manual
30220	git-pr-ci	unmatched	noise	ci internal	manual
30229	git-pr-ci	unmatched	noise	review internal	manual
30232	git-pr-ci	unmatched	noise	ci internal	manual
30241	git-pr-ci	unmatched	dup	disable checkpointing no git — 无git降级已有	manual
30252	git-pr-ci	unmatched	dup	don't commit unless asked — 提交门已有	manual
30255	git-pr-ci	unmatched	noise	ci internal	manual
30258	git-pr-ci	unmatched	noise	ci internal	manual
30259	git-pr-ci	unmatched	noise	ci internal	manual
30264	git-pr-ci	unmatched	noise	metrics internal	manual
30269	git-pr-ci	unmatched	dup	disable github extensions setting — 扩展禁用已有	manual
30272	git-pr-ci	unmatched	noise	ci internal	manual
30273	git-pr-ci	unmatched	noise	ci internal	manual
30280	git-pr-ci	unmatched	dup	no git clone fallback extensions — 安装收敛已有	manual
30285	git-pr-ci	unmatched	noise	ci internal	manual
30293	git-pr-ci	unmatched	noise	ci internal	manual
30299	git-pr-ci	unmatched	noise	release internal	manual
30303	git-pr-ci	unmatched	noise	ci internal	manual
30307	git-pr-ci	unmatched	noise	ci internal	manual
30311	git-pr-ci	unmatched	noise	release internal	manual
30317	git-pr-ci	unmatched	dup	merge general settings sources — 配置合并已有	manual
30328	git-pr-ci	unmatched	noise	release internal	manual
30330	git-pr-ci	unmatched	noise	release internal	manual
30351	git-pr-ci	unmatched	noise	docs internal	manual
30406	orchestration	unmatched	dup	subagent recovery turn on failure — 恢复轮已有	manual
30526	file-edit	unmatched	noise	patch internal	manual
30623	file-edit	unmatched	noise	patch internal	manual
30627	file-edit	unmatched	dup	regex search/replace smart edit — 正则编辑已有	manual
30631	file-edit	unmatched	noise	patch internal	manual
30632	file-edit	unmatched	noise	migrate internal	manual
30685	memory-context	unmatched	boundary	header — their UI	manual
30707	memory-context	unmatched	dup	warn memory >7GB — 内存警告已有	manual
30740	api-sdk	unmatched	noise	instructions internal	manual
30741	api-sdk	unmatched	noise	dep internal	manual
30743	api-sdk	unmatched	dup	--allowed-tools non-interactive — 工具白名单已有	manual
30744	api-sdk	unmatched	dup	--allowed-tools — 已有	manual
30746	api-sdk	unmatched	dup	JSON errors auth validation — 认证校验已有	manual
30748	api-sdk	unmatched	dup	no nextSpeakerCheck API error — 已有	manual
30758	cli-flags	unmatched	dup	logPrompts flag sensitive fields — 敏感日志门已有	manual
30781	cli-flags	unmatched	noise	flag internal	manual
30818	cli-flags	unmatched	dup	extensionRegistryURI — 注册表URI已有	manual
30830	cli-flags	unmatched	dup	maxAttempts plumb config — 重试配置已有	manual
30832	cli-flags	unmatched	dup	OTEL traces attributes — 遥测已有	manual
30898	cli-flags	unmatched	noise	path internal	manual
30900	cli-flags	unmatched	noise	prompt internal	manual
30910	cli-flags	unmatched	noise	metrics internal	manual
30922	cli-flags	unmatched	boundary	space toggle — their UI	manual
30923	cli-flags	unmatched	dup	previewFeatures a2a — 特性旗标已有	manual
30937	cli-flags	unmatched	noise	logging internal	manual
30941	cli-flags	unmatched	noise	flag internal	manual
30942	cli-flags	unmatched	noise	flag internal	manual
30986	cli-flags	unmatched	dup	no error -e none — 空扩展容错已有	manual
30989	cli-flags	unmatched	noise	metrics internal	manual
30991	cli-flags	unmatched	noise	gh internal	manual
30992	cli-flags	unmatched	noise	flags internal	manual
30997	cli-flags	unmatched	noise	arg internal	manual
30999	cli-flags	unmatched	noise	metrics internal	manual
31002	cli-flags	unmatched	dup	token file storage base — 凭据存储已有	manual
31019	cli-flags	unmatched	dup	storage interface — 已有	manual
31020	cli-flags	unmatched	dup	token storage base — 已有	manual
31046	cli-flags	unmatched	dup	OTEL debug only — 遥测门已有	manual
31051	cli-flags	unmatched	dup	no double config load — 加载收敛已有	manual
31053	cli-flags	unmatched	dup	close diffs on CLI close — 清理已有	manual
31056	cli-flags	unmatched	noise	log internal	manual
31057	cli-flags	unmatched	noise	metrics internal	manual
31119	sessions-history	unmatched	dup	Rewind data structure — 回滚结构已有	manual
31139	sessions-history	unmatched	boundary	keyboard mode — their UI	manual
31142	sessions-history	unmatched	noise	metrics internal	manual
31144	sessions-history	unmatched	dup	fork regulation — 分叉治理已有	manual
31157	sessions-history	unmatched	noise	migrate internal	manual
31161	scheduling	unmatched	noise	ci internal	manual
31165	scheduling	unmatched	noise	ci internal	manual
31167	scheduling	unmatched	noise	ci internal	manual
31174	search-index	unmatched	noise	docs internal	manual
31185	search-index	unmatched	noise	port internal	manual
31190	search-index	unmatched	noise	dep internal	manual
31199	attachments	unmatched	dup	image pasting Wayland/X11 — 剪贴板已有	manual
31207	attachments	unmatched	noise	screenshot internal	manual
31270	other	unmatched	dup	real cause connection failures — 错误归因已有	manual
31273	other	unmatched	dup	streamed thinking ahead — 思考流序已有	manual
31274	other	unmatched	dup	context mgmt dep resolution — 依赖解析已有	manual
31275	other	unmatched	noise	model internal	manual
31276	other	unmatched	dup	pair functionResponse names — 响应对齐已有	manual
31277	other	unmatched	dup	protect gateway pairing codes — 配对码保护已有	manual
31278	other	unmatched	dup	recipes from validated snapshot — 快照验证已有	manual
31281	other	unmatched	boundary	RTL — their UI	manual
31284	other	unmatched	noise	build internal	manual
31285	other	unmatched	noise	artifact noise	manual
31286	other	unmatched	noise	artifact noise	manual
31287	other	unmatched	noise	artifact noise	manual
31288	other	unmatched	noise	artifact noise	manual
31291	other	unmatched	dup	tool calling goose-agent — 工具调用已有	manual
31292	other	unmatched	noise	config internal	manual
31293	other	unmatched	dup	require HTTPS Snowflake — TLS强制已有	manual
31294	other	unmatched	dup	content capture opt-out tracing — 遥测退出已有	manual
31295	other	unmatched	dup	durable background turns summon — 后台轮已有	manual
31296	other	unmatched	dup	breakpoints agentic tail — 断点已有	manual
31297	other	unmatched	dup	preserve cwd child status — 状态保留已有	manual
31301	other	unmatched	noise	packaging internal	manual
31304	other	unmatched	boundary	auto-focus — their UI	manual
31308	other	unmatched	noise	discovery internal	manual
31310	other	unmatched	dup	dedup parallel tool-pair summaries — 摘要去重已有	manual
31311	other	unmatched	dup	bound non-streaming JSON — 响应限已有	manual
31312	other	unmatched	dup	reject non-object schemas — schema校验已有	manual
31313	other	unmatched	dup	coalesce thinking blocks — 块合并已有	manual
31314	other	unmatched	dup	decouple source/response limits — 限额分离已有	manual
31315	other	unmatched	noise	GGUF internal	manual
31316	other	unmatched	boundary	menu flip — their UI	manual
31317	other	unmatched	dup	recalled history agent-visible — 召回可见已有	manual
31318	other	unmatched	dup	bound handoff memo resumable — 交接限已有	manual
31319	other	unmatched	dup	dedup enabled builtins — 内建去重已有	manual
31321	other	unmatched	dup	annotations replayed items — 回放标注已有	manual
31322	other	unmatched	dup	validate recipe params — 参数校验已有	manual
31323	other	unmatched	noise	builtins internal	manual
31324	other	unmatched	dup	per-turn tool allowlists — 轮级白名单已有	manual
31325	other	unmatched	dup	restrict code mode callback output — 回调限定已有	manual
31326	other	unmatched	dup	restrict app management tools — 工具限定已有	manual
31327	other	unmatched	noise	inference internal	manual
31328	other	unmatched	dup	confine agent listing source roots — 列举限定已有	manual
31329	other	unmatched	noise	runner internal	manual
31330	other	unmatched	dup	restrict updates visible sessions — 会话限定已有	manual
31331	other	unmatched	dup	reject symlinked check sources — 链接拒绝已有	manual
31332	other	unmatched	dup	refuse symlink diagnostics outputs — 输出防护已有	manual
31333	other	unmatched	dup	suppress sensitive OTLP — 遥测净化已有	manual
31334	other	unmatched	dup	bound call graph traversal — 遍历限已有	manual
31335	other	unmatched	dup	bound recursive mention scans — 扫描限已有	manual
31336	other	unmatched	dup	confine temp extraction cleanup — 清理限定已有	manual
31342	other	unmatched	dup	require fresh file param input — 参数新鲜度已有	manual
31343	other	unmatched	dup	avoid predictable editor symlink — 链接预测防护已有	manual
31346	other	unmatched	dup	thinking tokens usage — token统计已有	manual
31349	other	unmatched	dup	gate external URL protocols — 协议门已有	manual
31352	other	unmatched	dup	no file params recipe explain — 参数隔离已有	manual
31354	other	unmatched	dup	reject context commands — 命令限定已有	manual
31355	other	unmatched	boundary	hamburger — their UI	manual
31356	other	unmatched	dup	bound XLSX reads — 读取限已有	manual
31357	other	unmatched	noise	dep internal	manual
31358	other	unmatched	dup	narrow file read IPC — IPC收窄已有	manual
31359	other	unmatched	dup	bound action-required stream — 流限已有	manual
31360	other	unmatched	dup	bound partial thinking tags — 标签限已有	manual
31361	other	unmatched	dup	avoid untracked review symlinks — 链接防护已有	manual
31363	other	unmatched	dup	generic unrolled loop — 状态机已有	manual
31365	other	unmatched	dup	unrolled agent loop — 代理循环已有	manual
31367	other	unmatched	dup	cache tokens cost — 缓存token已有	manual
31368	other	unmatched	dup	interactive menu elicitations — 询问菜单已有	manual
31369	other	unmatched	dup	LOCAL_WHISPER_LANGUAGE — 转录配置已有	manual
31371	other	unmatched	dup	output-token-limit info — 限额提示已有	manual
31372	other	unmatched	dup	collapse const-union enums schemas — schema压缩已有	manual
31373	other	unmatched	noise	metrics internal	manual
31374	other	unmatched	noise	metrics internal	manual
31378	other	unmatched	dup	/goal self-eval before finish — 自评已有	manual
31379	other	unmatched	dup	/status — 状态命令已有	manual
31380	other	unmatched	dup	unified thinking effort — 推理统一已有	manual
31381	other	unmatched	dup	worktree-aware dir switcher — worktree切换已有	manual
31382	other	unmatched	dup	MAX_CODE_BLOCK_LINES env — 行限可配已有	manual
31385	other	unmatched	noise	eval internal	manual
31386	other	unmatched	dup	import sessions — 会话导入已有	manual
31387	other	unmatched	noise	vulkan internal	manual
31388	other	unmatched	boundary	view interactions — their UI	manual
31389	other	unmatched	noise	ffi internal	manual
31391	other	unmatched	noise	providers internal	manual
31396	other	unmatched	dup	preserve adversary tool args — 参数保全已有	manual
31397	other	unmatched	dup	XML in JSON as data — 数据隔离已有	manual
31398	other	unmatched	noise	title internal	manual
31401	other	unmatched	noise	dep internal	manual
31402	other	unmatched	noise	model internal	manual
31404	other	unmatched	boundary	viewer — their UI	manual
31406	other	unmatched	noise	provider internal	manual
31409	other	unmatched	dup	confine app file ops — 文件限定已有	manual
31410	other	unmatched	noise	model internal	manual
31411	other	unmatched	noise	schema internal	manual
31414	other	unmatched	dup	absolute goose path roots — 绝对路径已有	manual
31416	other	unmatched	dup	preserve content audience boundaries — 受众边界已有	manual
31417	other	unmatched	dup	JSON-RPC errors not kill — 错误返回已有	manual
31418	other	unmatched	dup	secure spill files — 溢出文件保护已有	manual
31419	other	unmatched	dup	tighten secrets file perms — 权限收紧已有	manual
31421	other	unmatched	dup	reject duplicate recipe keys — 键去重已有	manual
31422	other	unmatched	dup	kill orphaned backends — 孤儿清理已有	manual
31423	other	unmatched	dup	break $ref cycles — 循环断开已有	manual
31424	other	unmatched	boundary	hide nested config — their UI	manual
31425	other	unmatched	dup	timezone-explicit timestamps — 时区已有	manual
31426	other	unmatched	boundary	setup indicator — their UI	manual
31427	other	unmatched	noise	cost internal	manual
31428	other	unmatched	noise	entitlements internal	manual
31431	other	unmatched	dup	bound code-mode timeout/cancel — 执行限已有	manual
31433	other	unmatched	dup	effective context limit /model-info — 限额查询已有	manual
31436	other	unmatched	noise	docs internal	manual
31438	other	unmatched	noise	docs internal	manual
31439	other	unmatched	noise	name noise	manual
31440	other	unmatched	boundary	project names — their UI	manual
31443	other	unmatched	noise	deeplink internal	manual
31444	other	unmatched	noise	tls internal	manual
31445	other	unmatched	noise	help internal	manual
31446	other	unmatched	dup	tolerate partial Responses items — 部分容错已有	manual
31447	other	unmatched	dup	no retry permanent 400s — 永久错误不重试已有	manual
31448	other	unmatched	noise	reqwest internal	manual
31449	other	unmatched	dup	reject non-object args — 参数校验已有	manual
31450	other	unmatched	dup	/edit prompts to history — 历史已有	manual
31451	other	unmatched	dup	actionable truncated args errors — 截断错误已有	manual
31453	other	unmatched	noise	hermit internal	manual
31454	other	unmatched	dup	timezone timestamps — 已有	manual
31455	other	unmatched	dup	disable thinking fast-model — 快模推理门已有	manual
31456	other	unmatched	noise	diagnostics internal	manual
31457	other	unmatched	boundary	setup indicator — their UI	manual
31458	other	unmatched	noise	docs internal	manual
31459	other	unmatched	noise	docs internal	manual
31461	other	unmatched	noise	hints internal	manual
31462	other	unmatched	noise	toolchain internal	manual
31463	other	unmatched	noise	crate internal	manual
31464	other	unmatched	noise	declarations internal	manual
31467	other	unmatched	noise	providers internal	manual
31472	other	unmatched	noise	deeplink internal	manual
31475	other	unmatched	dup	summon peek async tasks — 后台查看已有	manual
31476	other	unmatched	dup	structured metadata summon — 元数据已有	manual
31482	other	unmatched	dup	/goal self-eval — 已有	manual
31484	other	unmatched	dup	MAX_CODE_BLOCK_LINES — 已有	manual
31487	other	unmatched	dup	unified thinking effort — 已有	manual
31491	other	unmatched	dup	/edit history — 已有	manual
31492	other	unmatched	dup	no retry 400s — 已有	manual
31493	other	unmatched	noise	reqwest internal	manual
31494	other	unmatched	dup	reject non-object args — 已有	manual
31495	other	unmatched	noise	pricing internal	manual
31498	other	unmatched	noise	hermit internal	manual
31499	other	unmatched	noise	visualiser internal	manual
31500	other	unmatched	dup	turn on /goal|/grind set — 目标启动已有	manual
31503	other	unmatched	noise	hermit internal	manual
31508	other	unmatched	dup	elicitation decline/cancel propagated — 拒绝传播已有	manual
31510	other	unmatched	dup	context exceeded precise — 超限检测已有	manual
31511	other	unmatched	noise	config internal	manual
31514	other	unmatched	noise	pagination internal	manual
31515	other	unmatched	dup	actionable truncated errors — 已有	manual
31516	other	unmatched	boundary	icon — their UI	manual
31517	other	unmatched	dup	non-recipe configs skipped — 配置过滤已有	manual
31518	other	unmatched	dup	dedup tool-call ids in turn — ID去重已有	manual
31519	other	unmatched	dup	bundled extensions discovery — 发现已有	manual
31521	other	unmatched	noise	discovery internal	manual
31522	other	unmatched	dup	remove fetch-metadata SSRF — SSRF收口已有	manual
31525	other	unmatched	noise	build internal	manual
31526	other	unmatched	boundary	window — their UI	manual
31528	other	unmatched	boundary	language select — their UI	manual
31531	other	unmatched	dup	peek async tasks — 已有	manual
31533	other	unmatched	dup	deeplink HTTP — 已有	manual
31534	other	unmatched	dup	canonical thinking modes — 推理归一已有	manual
31535	other	unmatched	dup	hooks system — hooks已有	manual
31539	other	unmatched	dup	MAX_CODE_BLOCK_LINES — 已有	manual
31540	other	unmatched	boundary	view JSON — their UI	manual
31541	other	unmatched	noise	updater internal	manual
31542	other	unmatched	noise	autovisualiser internal	manual
31543	other	unmatched	dup	/goal|/grind turn — 已有	manual
31545	other	unmatched	dup	context exceeded precise — 已有	manual
31546	other	unmatched	dup	GOOSE_CONTEXT_LIMIT string — 配置已有	manual
31547	other	unmatched	noise	build internal	manual
31549	other	unmatched	noise	hermit internal	manual
31550	other	unmatched	noise	otlp internal	manual
31552	other	unmatched	dup	recipe handling new_session — 配方已有	manual
31553	other	unmatched	noise	config internal	manual
31554	other	unmatched	boundary	view JSON — their UI	manual
31555	other	unmatched	dup	per-agent timeout GYM — 超时配置已有	manual
31556	other	unmatched	dup	summon metadata — 已有	manual
31557	other	unmatched	dup	elicitation propagation — 已有	manual
31560	other	unmatched	boundary	language — their UI	manual
31561	other	unmatched	noise	updater internal	manual
31562	other	unmatched	noise	autovisualiser internal	manual
31563	other	unmatched	dup	allow unlisted models search — 模型放开已有	manual
31564	other	unmatched	noise	updater internal	manual
31565	other	unmatched	boundary	icon — their UI	manual
31566	other	unmatched	dup	non-recipe configs skipped — 已有	manual
31567	other	unmatched	dup	dedup tool-call ids — 已有	manual
31570	other	unmatched	dup	canonical thinking modes — 已有	manual
31572	other	unmatched	dup	GOOSE_DISABLE_TOOL_CALL_SUMMARY — 摘要开关已有	manual
31573	other	unmatched	dup	hooks system — 已有	manual
31575	other	unmatched	noise	build internal	manual
31577	other	unmatched	noise	pagination internal	manual
31579	other	unmatched	dup	tolerate missing responses output — 容错已有	manual
31580	other	unmatched	noise	build internal	manual
31581	other	unmatched	boundary	window — their UI	manual
31583	other	unmatched	noise	discovery internal	manual
31585	other	unmatched	dup	GOOSE_MAX_TURNS gateway — 轮限遵从已有	manual
31586	other	unmatched	dup	current_exe() not PATH — 自路径解析已有	manual
31587	other	unmatched	dup	TCP_USER_TIMEOUT streams — 连接超时已有	manual
31591	other	unmatched	noise	windows internal	manual
31595	other	unmatched	dup	SSE reconnect long disconnects — 重连已有	manual
31597	other	unmatched	dup	coalesce thinking+list tools on not-found — 容错已有	manual
31598	other	unmatched	dup	enforce exp OIDC proxy — 令牌过期已有	manual
31600	other	unmatched	boundary	window — their UI	manual
31602	other	unmatched	dup	don't kill goosed window close — 进程保留已有	manual
31604	other	unmatched	dup	file fallback keyring empty — 凭据回退已有	manual
31607	other	unmatched	dup	tool summaries chronological — 时序插入已有	manual
31612	other	unmatched	dup	agents CRUD — 代理管理已有	manual
31613	other	unmatched	dup	atomic chat — 原子会话已有	manual
31614	other	unmatched	noise	provider internal	manual
31615	other	unmatched	noise	provider internal	manual
31616	other	unmatched	noise	provider internal	manual
31617	other	unmatched	noise	provider internal	manual
31618	other	unmatched	noise	gateway internal	manual
31619	other	unmatched	boundary	modal styling — their UI	manual
31620	other	unmatched	noise	mkdir internal	manual
31621	other	unmatched	dup	400 not panic CSP header — 校验已有	manual
31622	other	unmatched	dup	require extension_name read_resource — 参数必需已有	manual
31623	other	unmatched	dup	queued message send now fix — 队列修复已有	manual
31624	other	unmatched	dup	prompted file params recipes — 参数提示已有	manual
31625	other	unmatched	dup	unscheduling no delete — 调度保护已有	manual
31626	other	unmatched	boundary	density — their UI	manual
31627	other	unmatched	boundary	accent — their UI	manual
31628	other	unmatched	dup	preserve replay timestamps — 回放时戳已有	manual
31629	other	unmatched	boundary	dialog — their UI	manual
31630	other	unmatched	noise	build internal	manual
31632	other	unmatched	dup	auto-update plugins — 插件自更新已有	manual
31634	other	unmatched	dup	mergeable configs — 配置合并已有	manual
31635	other	unmatched	boundary	layout — their UI	manual
31636	other	unmatched	boundary	sizing — their UI	manual
31637	other	unmatched	boundary	dialog — their UI	manual
31639	other	unmatched	noise	build internal	manual
31640	other	unmatched	boundary	thread table — their UI	manual
31642	other	unmatched	dup	install plugins ~/.agents/plugins — 插件目录已有	manual
31643	other	unmatched	noise	types internal	manual
31644	other	unmatched	noise	ci internal	manual
31645	other	unmatched	boundary	styling — their UI	manual
31646	other	unmatched	dup	protocol messages not heuristics — 协议化已有	manual
31648	other	unmatched	dup	install plugins — 已有	manual
31649	other	unmatched	noise	bundling internal	manual
31650	other	unmatched	boundary	headers — their UI	manual
31652	other	unmatched	noise	build internal	manual
31653	other	unmatched	boundary	spellcheck — their UI	manual
31657	other	unmatched	noise	blog internal	manual
31658	other	unmatched	noise	blog internal	manual
31659	other	unmatched	noise	download internal	manual
31660	other	unmatched	dup	Exa search tool — 搜索工具已有	manual
31663	other	unmatched	dup	/edit command — 编辑命令已有	manual
31664	other	unmatched	boundary	attachments — their UI	manual
31667	other	unmatched	boundary	links — their UI	manual
31669	other	unmatched	boundary	placeholder — their UI	manual
31670	other	unmatched	boundary	expand — their UI	manual
31671	other	unmatched	noise	sqlx internal	manual
31673	other	unmatched	dup	self-signed certs configured host — 证书信任已有	manual
31675	other	unmatched	boundary	width — their UI	manual
31676	other	unmatched	boundary	agent mgmt — their UI	manual
31677	other	unmatched	dup	gate perf logs+dedup first msg — 日志门已有	manual
31678	other	unmatched	noise	dep internal	manual
31679	other	unmatched	noise	msrv internal	manual
31681	other	unmatched	noise	release noise	manual
31684	other	unmatched	dup	goose serve background service — 服务子命令已有	manual
31685	other	unmatched	noise	section noise	manual
31687	other	unmatched	noise	section noise	manual
31688	other	unmatched	dup	restricted secrets perms — 权限收紧已有	manual
31689	other	unmatched	noise	section noise	manual
31690	other	unmatched	noise	section noise	manual
31691	other	unmatched	noise	section noise	manual
31692	other	unmatched	dup	skip_canonical_filtering — 过滤开关已有	manual
31693	other	unmatched	noise	section noise	manual
31695	other	unmatched	dup	fallback configured models — 模型回退已有	manual
31697	other	unmatched	dup	predefined context_limit priority — 限额优先已有	manual
31699	other	unmatched	dup	raw text parse error — 原文兜底已有	manual
31700	other	unmatched	noise	svg internal	manual
31702	other	unmatched	dup	truncation notice separate block — 截断通告已有	manual
31703	other	unmatched	noise	deps internal	manual
31705	other	unmatched	dup	no duplicate thought chunks — 思考去重已有	manual
31706	other	unmatched	dup	mesh binary fresh+kill exit — 二进制治理已有	manual
31709	other	unmatched	dup	sigstore/SLSA self-update — 来源验证已有	manual
31710	other	unmatched	dup	ToolDisclosure variants — 披露变体已有	manual
31711	other	unmatched	noise	feature internal	manual
31712	other	unmatched	noise	resource internal	manual
31713	other	unmatched	noise	sse internal	manual
31714	other	unmatched	dup	GOOSE_MAX_BACKGROUND_TASKS — 后台限已有	manual
31715	other	unmatched	noise	listener internal	manual
31716	other	unmatched	boundary	auto-focus — their UI	manual
31717	other	unmatched	boundary	header — their UI	manual
31719	other	unmatched	noise	signing internal	manual
31721	other	unmatched	dup	separate SSE from POST — 流分离已有	manual
31722	other	unmatched	noise	delete internal	manual
31728	other	unmatched	dup	hints nested dirs — 提示发现已有	manual
31730	other	unmatched	dup	skip CSP external HTTP — CSP适配已有	manual
31732	other	unmatched	dup	disable computercontroller no DISPLAY — 环境门已有	manual
31733	other	unmatched	dup	.gitignore hint filtering — 忽略过滤已有	manual
31734	other	unmatched	noise	thinking internal	manual
31736	other	unmatched	dup	preserve pairings stop gateway — 配对保留已有	manual
31738	other	unmatched	noise	serde internal	manual
31739	other	unmatched	dup	max turns config — 轮限配置已有	manual
31740	other	unmatched	noise	binary internal	manual
31741	other	unmatched	dup	per-instance TempDir — 实例目录已有	manual
31745	other	unmatched	noise	dep internal	manual
31746	other	unmatched	dup	50 lines source cap — 行限已有	manual
31747	other	unmatched	noise	sync internal	manual
31748	other	unmatched	noise	pnpm internal	manual
31749	other	unmatched	dup	constant-time auth compare — 时序安全已有	manual
31750	other	unmatched	noise	types internal	manual
31752	other	unmatched	noise	strum internal	manual
