id	harness	dom	kind	verdict	detail	pass
33112	goose	models-routing	other	noise	model/provider line: Fireworks AI declarative provider 9990	rule
33113	goose	models-routing	other	noise	model/provider line: Together AI declarative provider 9545	rule
33114	goose	models-routing	other	noise	provider internal	manual
33115	goose	models-routing	other	noise	model/provider line: Perplexity declarative provider 9324	rule
33116	goose	models-routing	other	noise	model/provider line: Alibaba Qwen via DashScope declarative provider 9443	rule
33117	goose	models-routing	other	noise	provider internal	manual
33118	goose	models-routing	other	noise	provider internal	manual
33119	goose	models-routing	other	noise	provider internal	manual
33120	goose	models-routing	other	noise	provider internal	manual
33121	goose	models-routing	other	noise	provider internal	manual
33122	goose	models-routing	other	noise	provider internal	manual
33123	goose	models-routing	other	noise	provider internal	manual
33124	goose	models-routing	other	noise	provider internal	manual
33125	goose	models-routing	feat	noise	model-provider-add: Support latest Gemini models 10630	rule
33126	goose	models-routing	feat	annotated	Dynamic Workflows：单脚本编排多 subagent	dedup-l
33127	goose	models-routing	other	noise	model-catalog: Update DeepSeek model names to v4 API	rule
33128	goose	models-routing	other	noise	model-catalog: Forward Claude Code model picker selection to	rule
33129	goose	models-routing	other	dup	CLI provider prompts out of argv — argv秘密防护已有	manual
33130	goose	models-routing	other	annotated	模型 | LiteLLM 100+ provider+tenacit	dedup-l
33131	goose	models-routing	other	dup	truncate overlong function names — 名截断已有	manual
33132	goose	models-routing	feat	noise	model-provider-add: Support for latest Gemini models 10630	rule
33133	goose	models-routing	other	noise	model/provider line: Declarative Sakana AI provider for OpenAI-compatible Fugu	rule
33134	goose	models-routing	other	boundary	search filter — their UI	manual
33135	goose	models-routing	feat	noise	model/provider line: GPT-5.6 support 10384	rule
33136	goose	models-routing	other	noise	model/provider line: Rewrite oneOf to anyOf in tool schemas	rule
33137	goose	models-routing	other	noise	model-catalog: Register LiteLLM with refresh_only inventory so model	rule
33138	goose	models-routing	other	noise	provider-meta: Limit provider selector height in CLI 10420	rule
33139	goose	models-routing	other	boundary	DeepSeek reasoning preserve — their provider	manual
33140	goose	models-routing	other	dup	retry empty provider turns — 空轮回试已有	manual
33141	goose	models-routing	perf	dup	guard SIGILL llama init — 能力检查已有	manual
33142	goose	models-routing	fix	noise	model/provider line: Dedupe duplicate signed thinking blocks to fix	rule
33143	goose	models-routing	other	annotated	扩展 | plugin SDK（hooks：config/event	dedup-l
33144	goose	models-routing	feat	noise	model/provider line: GPT-5.6 family support 10349	rule
33145	goose	models-routing	other	noise	prose-fix: Resolve provider default model instead of leaking	rule
33146	goose	models-routing	other	noise	model/provider line: Always use OpenAI-compatible parameters for Databricks tools	rule
33147	goose	models-routing	other	noise	model/provider line: Send inference config max_tokens temperature on Bedrock	rule
33148	goose	models-routing	other	noise	thinking buffer chunks internal	manual
33149	goose	models-routing	fix	noise	model/provider line: Keep turn-context out of the Anthropic prefix	rule
33150	goose	models-routing	other	noise	dep internal	manual
33151	goose	models-routing	other	noise	model/provider line: OpenAI Responses API store param configurable 10040	rule
33152	goose	models-routing	other	noise	dep internal	manual
33153	goose	models-routing	feat	noise	model/provider line: Drop unsupported gpt-5.3-codex from chatgpt_codex provider 1	rule
33154	goose	models-routing	other	noise	crate internal	manual
33155	goose	models-routing	other	noise	crate internal	manual
33156	goose	models-routing	other	noise	model/provider line: Fireworks AI declarative provider	rule
33157	goose	models-routing	other	noise	model/provider line: Together AI declarative provider	rule
33158	goose	models-routing	other	noise	model/provider line: OrcaRouter as declarative OpenAI-compatible provider	rule
33159	goose	models-routing	other	noise	titleline: EmpirioLabs AI declarative provider	rule
33160	goose	models-routing	feat	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
33161	goose	models-routing	other	noise	model/provider line: OpenAI Responses API store param configurability	rule
33162	goose	models-routing	other	noise	model/provider line: Perplexity as declarative OpenAI-compatible provider	rule
33163	goose	models-routing	other	noise	model/provider line: Alibaba Qwen via DashScope declarative provider	rule
33164	goose	models-routing	other	noise	titleline: Databricks AI Gateway provider	rule
33165	goose	models-routing	other	noise	titleline: NEAR AI Cloud provider	rule
33166	goose	models-routing	other	noise	titleline: Scaleway provider	rule
33167	goose	models-routing	other	noise	model/provider line: Optional api_key configuration for declarative openai-engine	rule
33168	goose	models-routing	other	noise	provider-meta: Structured per-provider config block with non-destructive pr	rule
33169	goose	models-routing	other	boundary	saas-3p: Vercel AI Gateway provider	rule
33170	goose	models-routing	other	noise	model/provider line: Atomic Chat as declarative OpenAI-compatible provider	rule
33171	goose	models-routing	other	noise	titleline: Routstr as declarative provider	rule
33172	goose	models-routing	other	noise	titleline: FuturMix provider	rule
33173	goose	models-routing	other	noise	provider internal	manual
33174	goose	models-routing	feat	noise	model-provider-add: Declarative provider support in goose-providers crate	rule
33175	goose	models-routing	feat	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
33176	goose	models-routing	pr	noise	model/provider line: claude-sonnet-5 added to canonical model registry	rule
33177	goose	models-routing	other	noise	model/provider line: Databricks tool parameters for OpenAI compatibility	rule
33178	goose	models-routing	other	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
33179	goose	models-routing	other	noise	temperature internal	manual
33180	goose	models-routing	other	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33181	goose	models-routing	other	noise	model/provider line: GCP refreshed gcloud token after reauth retry	rule
33182	goose	models-routing	other	dup	fallback provider resume unavailable — 提供方回退已有	manual
33183	goose	models-routing	other	noise	model/provider line: OpenAI meta.n_ctx read from /v1/models for local	rule
33184	goose	models-routing	other	noise	model/provider line: Bedrock real streaming via ConverseStream API	rule
33185	goose	models-routing	perf	noise	model/provider line: OpenAI-native cached_tokens recorded in usage metering	rule
33186	goose	models-routing	other	noise	model/provider line: Moonshot provider API URL override option	rule
33187	goose	models-routing	other	noise	model/provider line: Bedrock inference config max_tokens temperature sent on	rule
33188	goose	models-routing	other	noise	model/provider line: Extended thinking kept within Anthropic output cap	rule
33189	goose	models-routing	other	noise	model/provider line: Custom API path preserved in OpenAI base_url	rule
33190	goose	models-routing	other	noise	model/provider line: Bedrock ValidationException classified as ExecutionError	rule
33191	goose	models-routing	other	noise	model/provider line: Anthropic stream refusals surfaced as visible errors	rule
33192	goose	models-routing	fix	noise	mapping internal	manual
33193	goose	models-routing	fix	noise	model/provider line: Groq provider max tokens values corrected	rule
33194	goose	models-routing	other	noise	thinking buffer chunks internal	manual
33195	goose	models-routing	other	noise	model/provider line: Custom OpenAI provider port preserved when URL	rule
33196	goose	models-routing	other	noise	model/provider line: Thinking config passed to Bedrock Anthropic models	rule
33197	goose	models-routing	other	dup	thinking content provider context — 思考保留已有	manual
33198	goose	models-routing	other	noise	model/provider line: Configurable timeout env vars mentioned in Ollama	rule
33199	goose	models-routing	other	noise	anthropic empty object internal	manual
33200	goose	models-routing	other	noise	model/provider line: EmpirioLabs as declarative OpenAI-compatible provider 9771	rule
33201	goose	models-routing	other	noise	model/provider line: OrcaRouter as declarative OpenAI-compatible provider 9515	rule
33202	goose	models-routing	other	noise	model/provider line: Perplexity as declarative OpenAI-compatible provider 9324	rule
33203	goose	models-routing	feat	noise	model-provider-add: MLX models support for local inference provider	rule
33204	goose	models-routing	other	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
33205	goose	models-routing	other	noise	temperature internal	manual
33206	goose	models-routing	other	noise	model/provider line: Pass thinking config to Bedrock Anthropic models	rule
33207	goose	models-routing	other	noise	model/provider line: Custom OpenAI provider dropping port when URL	rule
33208	goose	models-routing	other	noise	model/provider line: Keep extended thinking within the Anthropic output	rule
33209	goose	models-routing	other	noise	model/provider line: Preserve custom API path in base_url derivation	rule
33210	goose	models-routing	other	dup	fallback provider resume — 已有	manual
33211	goose	models-routing	other	noise	model/provider line: EmpirioLabs as a declarative OpenAI-compatible provider 9771	rule
33212	goose	models-routing	other	noise	model/provider line: OrcaRouter as a declarative OpenAI-compatible provider 9515	rule
33213	goose	models-routing	other	noise	model/provider line: Surface Anthropic stream refusals as visible errors	rule
33214	goose	models-routing	feat	noise	model-provider-add: Raw provider supported models over ACP 9475	rule
33215	goose	models-routing	other	noise	model/provider line: Perplexity as a declarative OpenAI-compatible provider 9324	rule
33216	goose	models-routing	other	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33217	goose	models-routing	other	noise	model/provider line: Use refreshed gcloud token after reauth retry	rule
33218	goose	models-routing	other	noise	provider-meta: Structured per-provider config block non-destructive provide	rule
33219	goose	models-routing	pr	noise	model/provider line: gpt-5.5 added to known models 9292	rule
33220	goose	models-routing	other	noise	model/provider line: Optional api_key configuration for declarative openai-engine	rule
33221	goose	models-routing	other	boundary	saas-3p: Vercel AI Gateway provider 9144	rule
33222	goose	models-routing	other	noise	provider-meta: Strip chain-of-thought markers from custom provider output	rule
33223	goose	models-routing	other	noise	model/provider line: Atomic Chat as declarative OpenAI-compatible provider 9210	rule
33224	goose	models-routing	other	noise	catalog internal	manual
33225	goose	models-routing	other	noise	model/provider line: Ollama host configurable in goose2 8912	rule
33226	goose	models-routing	fix	noise	mapping internal	manual
33227	goose	models-routing	fix	noise	model/provider line: Incorrect max tokens values for Groq provider	rule
33228	goose	models-routing	other	noise	model/provider line: Classify Bedrock ValidationException as ExecutionError 9735	rule
33229	goose	models-routing	other	noise	provider-meta: Refresh provider list in Switch Models picker	rule
33230	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33231	goose	models-routing	pr	noise	model/provider line: GPT-5.5 added to ChatGPT Codex known models	rule
33232	goose	models-routing	other	noise	provider internal	manual
33233	goose	models-routing	other	dup	thinking content — 已有	manual
33234	goose	models-routing	other	annotated	可配置超时 | 同构（max_minutes/job timeout	dedup-l
33235	goose	models-routing	other	noise	anthropic empty object internal	manual
33236	goose	models-routing	other	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33237	goose	models-routing	other	noise	model/provider line: Zero out cost for local providers ollama	rule
33238	goose	models-routing	other	noise	model/provider line: Apply request_params to outgoing OpenAI API payload	rule
33239	goose	models-routing	other	noise	model/provider line: Gemini 3.x known_location Global routing and KNOWN_MODELS	rule
33240	goose	models-routing	other	noise	model/provider line: Omit max_tokens for OpenAI-compatible requests when unset	rule
33241	goose	models-routing	other	noise	schema internal	manual
33242	goose	models-routing	other	noise	model/provider line: Atomic Chat declarative OpenAI-compatible provider 9210	rule
33243	goose	models-routing	other	noise	model/provider line: GPT-5.5 in known models 9292	rule
33244	goose	models-routing	other	noise	model/provider line: Gemini 3.x known_location Global routing entries 9142	rule
33245	goose	models-routing	other	noise	provider-meta: Honor dynamic_models: false in declarative provider configs	rule
33246	goose	models-routing	fix	noise	model/provider line: Cache trailing message for stable prefix across	rule
33247	goose	models-routing	other	noise	model/provider line: Handle Bedrock ReasoningContent blocks gracefully 8843	rule
33248	goose	models-routing	other	noise	provider-meta: Replace Venice custom provider with declarative config	rule
33249	goose	models-routing	other	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	dedup-l
33250	goose	models-routing	other	noise	null tool_call args internal	manual
33251	goose	models-routing	other	dup	seed provider handoff history ACP — 交接播种已有	manual
33252	goose	models-routing	other	noise	marketing: Provider-first onboarding flow 9039	rule
33253	goose	models-routing	other	noise	model/provider line: Configurable Ollama host in goose2 8912	rule
33254	goose	models-routing	other	noise	ui feature	manual
33255	goose	models-routing	other	noise	model-catalog: Model picker stays usable during provider loading	rule
33256	goose	models-routing	other	noise	provider internal	manual
33257	goose	models-routing	other	noise	parallel internal	manual
33258	goose	models-routing	other	dup	provider-scoped credential mgmt — 分域凭据已有	manual
33259	goose	models-routing	other	noise	typestates internal	manual
33260	goose	models-routing	feat	dup	CLAUDE.mds mirror AGENTS — 镜像已有	manual
33261	goose	models-routing	other	noise	model/provider line: Novita AI as declarative provider 8432	rule
33262	goose	models-routing	other	noise	model/provider line: Accept streaming chunks with both reasoning fields	rule
33263	goose	models-routing	other	noise	model/provider line: strict:false for Responses API tools and gpt-5.4	rule
33264	goose	models-routing	other	noise	model-catalog: Align Kimicode model metadata with live Kimi	rule
33265	goose	models-routing	other	noise	models panel delay internal	manual
33266	goose	models-routing	other	noise	model/provider line: Stop load openai fast model for openapi	rule
33267	goose	models-routing	other	noise	inventory internal	manual
33268	goose	models-routing	other	noise	consolidate internal	manual
33269	goose	models-routing	other	dup	default fallback provider/model — 默认回退已有	manual
33270	goose	models-routing	other	noise	provider-meta: Blog post about Mesh LLM provider option	rule
33271	goose	models-routing	other	noise	cleanup: Remove stale gemini-acp references 8572	rule
33272	goose	models-routing	other	noise	links internal	manual
33273	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33274	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33275	goose	models-routing	fix	noise	provider internal	manual
33276	goose	models-routing	other	noise	ui feature	manual
33277	goose	models-routing	other	noise	Bedrock empty object internal	manual
33278	goose	models-routing	fix	noise	Ollama hang internal	manual
33279	goose	models-routing	feat	annotated	执行 | `token-meter`/`llm-retry`（ret	dedup-l
33280	goose	models-routing	other	noise	model/provider line: Use safely_parse_json for OpenAI streaming tool arguments	rule
33281	goose	models-routing	other	noise	model/provider line: Use v1beta1 API version for Google/MaaS models	rule
33282	goose	models-routing	other	noise	model/provider line: Use build_host_url for GCP Vertex AI location	rule
33283	goose	models-routing	other	noise	split tool-call consolidate internal	manual
33284	goose	models-routing	feat	boundary	saas-billing: Gemini-ACP provider with subscription models support 8000	rule
33285	goose	models-routing	other	noise	model/provider line: Use Responses API for gpt-5.4 7982	rule
33286	goose	models-routing	other	noise	model/provider line: Handle mid-stream error events in OpenAI SSE	rule
33287	goose	models-routing	other	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
33288	goose	models-routing	other	noise	provider internal	manual
33289	goose	models-routing	other	noise	model/provider line: Handle reasoning content blocks in OpenAI-compat streaming	rule
33290	goose	models-routing	feat	noise	model/provider line: Support reasoning and gpt-5.4 for ChatGPT Codex	rule
33291	goose	models-routing	other	noise	prose-fix: Remove lead/worker provider 7989	rule
33292	goose	models-routing	other	dup	short-lived provider token review — 临时令牌已有	manual
33293	goose	models-routing	feat	noise	thinking internal	manual
33294	goose	models-routing	other	dup	ACP providers claude/codex — 桥接已有	manual
33295	goose	models-routing	other	noise	model/provider line: Capture reasoning summaries from OpenAI Responses API	rule
33296	goose	models-routing	other	noise	model/provider line: MiniMax provider with Anthropic-compatible API 7640	rule
33297	goose	models-routing	other	noise	provider internal	manual
33298	goose	models-routing	other	noise	provider internal	manual
33299	goose	models-routing	other	noise	provider-meta: Base path field for custom provider configuration	rule
33300	goose	models-routing	fix	noise	prose-fix: Remove incorrect agent_visible filter on user message	rule
33301	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33302	goose	models-routing	fix	noise	model/provider line: Prevent SageMaker TGI from being marked configured	rule
33303	goose	models-routing	other	noise	model/provider line: Remap max_completion_tokens to max_tokens for OpenAI-compati	rule
33304	goose	models-routing	other	dup	restore provider/ext LRU-evicted — 会话恢复已有	manual
33305	goose	models-routing	other	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33306	goose	models-routing	feat	noise	model/provider line: Cerebras provider to supported providers list 7953	rule
33307	goose	models-routing	other	noise	docs: ACP providers guide for claude-acp and codex-acp	rule
33308	goose	models-routing	other	noise	provider internal	manual
33309	goose	models-routing	feat	noise	model/provider line: Anthropic adaptive thinking support 7356	rule
33310	goose	models-routing	other	noise	model/provider line: Handle null reasoning effort in OpenAI Responses	rule
33311	goose	models-routing	other	noise	model/provider line: Preserve order in OpenAI Responses API history	rule
33312	goose	models-routing	other	noise	model/provider line: Handle Bedrock prompt is too long error	rule
33313	goose	models-routing	other	noise	provider-meta: Custom provider creation experience improvements 7541	rule
33314	goose	models-routing	other	noise	model/provider line: Better network failure error Anthropic retry 7595	rule
33315	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33316	goose	models-routing	other	noise	model/provider line: OpenAI reasoning model cleanup 7529	rule
33317	goose	models-routing	other	noise	model/provider line: Local inference provider with llama.cpp backend and	rule
33318	goose	models-routing	feat	noise	model/provider line: Cerebras provider support 7339	rule
33319	goose	models-routing	other	noise	model/provider line: Moonshot and Kimi Code declarative providers 7304	rule
33320	goose	models-routing	other	noise	provider internal	manual
33321	goose	models-routing	feat	annotated	## 11. Gemini CLI（Google · CLI + a2a	dedup-l
33322	goose	models-routing	other	noise	streaming internal	manual
33323	goose	models-routing	feat	noise	model/provider line: OpenAI support for reasoning field alias in	rule
33324	goose	models-routing	other	noise	model/provider line: Ollama input limit override 7281	rule
33325	goose	models-routing	other	noise	provider-meta: UI preserve server config values on partial	rule
33326	goose	models-routing	other	dup	goose inside claude code session — 嵌套检测已有	manual
33327	goose	models-routing	other	noise	model/provider line: OpenAI route gpt-5 codex via responses and	rule
33328	goose	models-routing	other	noise	model/provider line: OpenAI responses models with hardened event streaming	rule
33329	goose	models-routing	other	noise	logs internal	manual
33330	goose	models-routing	other	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
33331	goose	models-routing	other	noise	model/provider line: Gemini 3 thinking levels 7282	rule
33332	goose	models-routing	other	noise	provider-meta: Delete custom provider in desktop 7279	rule
33333	goose	models-routing	other	boundary	recipe config指定provider/model	dedup-h
33334	goose	models-routing	feat	annotated	**Claude Code 2.1.252→2.1.278**（~27	dedup-l
33335	goose	models-routing	other	annotated	**Claude Code 2.1.252→2.1.278**（~27	dedup-l
33336	goose	models-routing	other	boundary	Gemini CLI stream-json+session reuse	dedup-h
33337	goose	models-routing	feat	annotated	OpenAI 式工具丢失→统一 tool_call 协议 | 踩坑：	dedup-l
33338	goose	models-routing	feat	noise	model/provider line: Custom headers for OpenAI-compatible providers Desktop now	rule
33339	goose	models-routing	other	noise	model/provider line: reasoning_content handling for Kimi/thinking models 7252	rule
33340	goose	models-routing	other	dup	provider custom headers — 自定义头已有	manual
33341	goose	models-routing	fix	noise	model-catalog: GCP Vertex AI model mapping handled correctly	rule
33342	goose	models-routing	other	noise	defensive internal	manual
33343	goose	models-routing	other	noise	model-catalog: Claude Code: dynamic model listing and mid-session	rule
33344	goose	models-routing	other	annotated	**Claude Code 2.1.252→2.1.278**（~27	dedup-l
33345	goose	models-routing	other	noise	model/provider line: Configurable thinking level for Gemini 3 models	rule
33346	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33347	goose	models-routing	other	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
33348	goose	models-routing	other	noise	model/provider line: Custom headers field for custom OpenAI-compatible providers	rule
33349	goose	models-routing	feat	annotated	OpenAI 式工具丢失→统一 tool_call 协议 | 踩坑：	dedup-l
33350	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33351	goose	models-routing	other	noise	defensive internal	manual
33352	goose	models-routing	other	noise	lazy internal	manual
33353	goose	models-routing	other	noise	model-catalog: Azure OpenAI model listing 404 during configure	rule
33354	goose	models-routing	other	noise	model/provider line: Handle thoughtSignature differently for Gemini 2.5 vs	rule
33355	goose	models-routing	fix	annotated	模型 | models.json 目录（指令模板+tool mode	dedup-l
33356	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33357	goose	models-routing	other	annotated	OpenAI OAuth 登录族 | provider auth 变	dedup-l
33358	goose	models-routing	feat	noise	pr-meta: Anthropic Custom Headers - Support for custom	rule
33359	goose	models-routing	other	noise	pr-meta: Gemini Context Limits - Updated Gemini context	rule
33360	goose	models-routing	other	noise	pr-meta: Empty Message Error - Return error on	rule
33361	goose	models-routing	feat	noise	pr-meta: Gemini Subagents - Re-enabled subagents for Gemini	rule
33362	goose	models-routing	fix	noise	pr-meta: Codex Reasoning Effort - Corrected reasoning effort	rule
33363	goose	models-routing	fix	annotated	持久化 | `~/.gemini` 会话+checkpoint；压缩	dedup-l
33364	goose	models-routing	fix	noise	pr-meta: ElevenLabs API Key - Fixed API key	rule
33365	goose	models-routing	other	noise	pr-meta: Show Provider Failures - Better visibility of	rule
33366	goose	models-routing	perf	noise	pr-meta: Databricks Provider Speed - Faster initialization by	rule
33367	goose	models-routing	feat	annotated	M81 命名 profile | **落地**——`<instanc	dedup-l
33368	goose	models-routing	fix	noise	pr-meta: Fix: Handle Gemini thoughtSignature for tool calls	rule
33369	goose	models-routing	fix	noise	pr-meta: Fix: make tool_call arguments optional and fix	rule
33370	goose	models-routing	other	noise	conv-refactor: when changing provider/modelload existing provider/model 633	rule
33371	goose	models-routing	fix	noise	provider-meta: fix : preserve provider engine type when	rule
33372	goose	models-routing	other	noise	model/provider line: Claude 3.7 is out. we had some	rule
33373	goose	models-routing	feat	annotated	## 11. Gemini CLI（Google · CLI + a2a	dedup-l
33374	goose	models-routing	other	noise	provider internal	manual
33375	goose	models-routing	other	noise	conv-docs: claude prompt caching note 6429 fa1d874	rule
33376	goose	models-routing	feat	noise	model-provider-add: updatedoc: Add tip for GitHub Copilot Provider	rule
33377	goose	models-routing	feat	annotated	OpenAI OAuth 登录族 | provider auth 变	dedup-l
33378	goose	models-routing	feat	noise	model/provider line: Caching support for Anthropic models via Databricks	rule
33379	goose	models-routing	other	noise	docs: Azure OpenAI API key now optional to	rule
33380	goose	models-routing	fix	noise	interleaved chunks internal	manual
33381	goose	models-routing	feat	noise	model-provider-add: More open models added to provider list	rule
33382	goose	models-routing	other	noise	model/provider line: goose issue solver moved to Opus model	rule
33383	goose	models-routing	other	noise	model/provider line: Google: 400 Bad Request error with Gemini	rule
33384	goose	models-routing	other	noise	windows internal	manual
33385	goose	models-routing	feat	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	dedup-l
33386	goose	models-routing	other	noise	dep-bump: Bump Bedrock dependency versions 6090	rule
33387	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33388	goose	models-routing	feat	noise	model/provider line: OpenAI Responses Streaming - Streaming support for	rule
33389	goose	models-routing	other	annotated	会话 API 200 空体不重试/单次 failover 408 |	dedup-l
33390	goose	models-routing	fix	noise	dialog internal	manual
33391	goose	models-routing	other	noise	config internal	manual
33392	goose	models-routing	other	noise	provider-meta: Onboarding detect provider from api key	rule
33393	goose	models-routing	other	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
33394	goose	models-routing	other	dup	provider error proxy simulate — 错误注入已有	manual
33395	goose	models-routing	other	noise	model/provider line: Anthropic provider model fetching	rule
33396	goose	models-routing	other	noise	titleline: Generic check for gemini compat	rule
33397	goose	models-routing	other	boundary	saas-3p: Parse maas models for gcp vertex provider	rule
33398	goose	models-routing	feat	noise	model/provider line: Support Gemini 3s thought signatures	rule
33399	goose	models-routing	other	noise	model/provider line: Update Anthropic and Google Gemini models to	rule
33400	goose	models-routing	other	noise	model/provider line: Document Mistral AI provider	rule
33401	goose	models-routing	feat	noise	provider-meta: Grok provider support 5732	rule
33402	goose	models-routing	other	dup	error proxy — 已有	manual
33403	goose	models-routing	other	noise	model/provider line: Ollama provider enhancements 5609	rule
33404	goose	models-routing	other	noise	model/provider line: Mistral AI provider 5799	rule
33405	goose	models-routing	other	noise	model/provider line: Automatic ollama model detection 5725	rule
33406	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33407	goose	models-routing	other	dup	Auto mode default claude code — 自动档已有	manual
33408	goose	models-routing	other	boundary	chat-platform: Claude CLI handling - Improved Claude command-line	rule
33409	goose	models-routing	other	noise	prose-fix: Better search paths for CLI providers -	rule
33410	goose	models-routing	other	dup	Ctrl-C during provider requests — 中断已有	manual
33411	goose	models-routing	feat	noise	model/provider line: Mistral AI provider support 5009	rule
33412	goose	models-routing	other	noise	prose-fix: Improved Claude CLI handling 5594	rule
33413	goose	models-routing	other	noise	prose-fix: Improved Gemini provider compatibility and error handling	rule
33414	goose	models-routing	other	noise	connection internal	manual
33415	goose	models-routing	fix	noise	empty responses crash internal	manual
33416	goose	models-routing	other	noise	model/provider line: OpenAI tools schema validation 5229	rule
33417	goose	models-routing	other	noise	logging internal	manual
33418	goose	models-routing	perf	noise	prose-fix: Optimized Gemini provider for better reliability 5257	rule
33419	goose	models-routing	fix	noise	model/provider line: fix: correct schema for openai tools	rule
33420	goose	models-routing	fix	noise	titleline: Fix provider sort	rule
33421	goose	models-routing	feat	noise	model/provider line: Ollama integration: modified default model added models	rule
33422	goose	models-routing	fix	noise	model/provider line: Fix bedrock tool input schema	rule
33423	goose	models-routing	fix	noise	model/provider line: fix: modifies openai request logic for reasoning	rule
33424	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33425	goose	models-routing	other	annotated	会话 API 200 空体不重试/单次 failover 408 |	dedup-l
33426	goose	models-routing	fix	noise	model-catalog: fixproviders: update Claude Sonnet 4 model identifier	rule
33427	goose	models-routing	feat	noise	empty schemas type internal	manual
33428	goose	models-routing	feat	noise	model/provider line: added claude-sonnet-4-5	rule
33429	goose	models-routing	fix	noise	model/provider line: Fix: LiteLLM API key field not showing	rule
33430	goose	models-routing	fix	noise	model/provider line: fix build: latest bedrock version	rule
33431	goose	models-routing	pr	noise	conv-added: claude-sonnet-4-5	rule
33432	goose	models-routing	fix	noise	provider-meta: fix: dictation provider dropdown getting cut off	rule
33433	goose	models-routing	fix	noise	model/provider line: Fix gpt-5 input context limit	rule
33434	goose	models-routing	other	noise	model/provider line: Remove deprecated Claude 3.5 models	rule
33435	goose	models-routing	other	noise	provider-meta: also adding this change to the api	rule
33436	goose	models-routing	feat	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
33437	goose	models-routing	other	noise	provider-meta: Multimodel/provider config with automatic switching	rule
33438	goose	models-routing	other	noise	model/provider line: Configurable Bedrock retry settings	rule
33439	goose	models-routing	feat	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
33440	goose	models-routing	fix	noise	provider-meta: Custom Provider URL Paths 4345 - Fixed	rule
33441	goose	models-routing	other	noise	tests: OpenAI-Compatible Error Handling 4175 - Improved error	rule
33442	goose	models-routing	feat	boundary	custom provider port支持	dedup-h
33443	goose	models-routing	feat	annotated	会话 | sessions list/resume/fork；IDE	dedup-l
33444	goose	models-routing	other	noise	section noise	manual
33445	goose	models-routing	feat	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
33446	goose	models-routing	other	noise	model/provider line: Ollama Card Removal 4348 - Removed Ollama	rule
33447	goose	models-routing	other	noise	model/provider line: Provider Card Rearrangement 4335 - Reorganized provider	rule
33448	goose	models-routing	other	noise	conv-docs: configure provider and model	rule
33449	goose	models-routing	other	noise	conv-docs: openrouter and ollama easy desktop setup	rule
33450	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33451	goose	models-routing	fix	noise	zhfix: Fix voice dictation provider selection bug	rule
33452	goose	models-routing	fix	noise	model/provider line: Fix OpenAI Provider with GitHub Models	rule
33453	goose	models-routing	other	noise	titleline: Update gemini error msg	rule
33454	goose	models-routing	fix	noise	zhfix: fixui: refresh provider related issues	rule
33455	goose	models-routing	other	noise	model/provider line: Override session name generator for ollama provider	rule
33456	goose	models-routing	other	noise	conv-chore: : implement streaming for anthropic.rs firstparty provider	rule
33457	goose	models-routing	other	noise	feat-provider: gcpvertexai: do HTTP 429 like retries for	rule
33458	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33459	goose	models-routing	other	noise	error internal	manual
