idx	score	cluster	src	verdict	detail	pass
2423	9	orchestration	s9	dup	Guardian review history存活compaction/restart/fork — review durability	manual
2424	9	orchestration	s9	dup	Langfuse traces带session/client identity — tracing	manual
2425	9	orchestration	s9	boundary	Teams reactions/Graph pagination	manual
2426	9	orchestration	s9	noise	install/update/release可靠性(Alpine等)	manual
2427	9	orchestration	s9	dup	legacy tool results/spawn payloads/stale lock/replay修复 — replay	manual
2428	9	orchestration	s9	cand	policy-compose: enterprise/mode/user/project/subagent权限层predictable compose	manual
2429	9	orchestration	s9	dup	persistent sessions可编辑可steer — session steer	manual
2430	9	orchestration	s9	boundary	Web/WorkBuddy实时显示background tool calls	manual
2431	9	orchestration	s9	cand	delegate-resume: 恢复之前sub-task sessions(staged agents)	manual
2432	9	orchestration	s9	dup	fuzzy selectors委托pi-tui(slash-token/alpha-number) — M127族	manual
2433	9	orchestration	s9	cand	delegate-backends: team members三backend(in-process/detached/tmux)	manual
2434	9	orchestration	s9	cand	delegate-params: Task tool model参数(lite/reasoning变体)	manual
2435	9	orchestration	s9	boundary	Cursor Projects	manual
2436	9	orchestration	s9	dup	subagent tool permission隔离 — per-agent tools	manual
2437	9	orchestration	s9	boundary	delegation accuracy eval	manual
2438	9	orchestration	s9	cand	agent-profiles: built-in verifier profile(subagent review/validation)	manual
2439	9	other	s9	dup	agent行动中可输入下条消息 — composer queue	manual
2440	9	other	s9	dup	edit-and-regenerate早前user messages+Reset Chat/Code — message edit已实装	manual
2441	9	other	s9	boundary	prompt-type Stop hook E2E	manual
2442	9	other	s9	boundary	cmd-enter新窗口开recent project	manual
2443	9	other	s9	boundary	toggle inline completions	manual
2444	9	other	s9	dup	js_repl跨tool calls持久 — js_repl已实装	manual
2445	9	other	s9	boundary	comment language injections	manual
2446	9	other	s9	boundary	Next LS Elixir	manual
2447	9	other	s9	dup	自动/手动编辑对话摘要 — summary edit	manual
2448	9	other	s9	boundary	OTEL gen_ai semantic mapping/AgentLens	manual
2449	9	other	s9	cand	rate-limit: codex.rate_limits事件websocket侧信号	manual
2450	9	other	s9	cand	memory-recall: Auto Recall profile提交时自动搜外部context	manual
2451	9	other	s9	dup	per-feature model配置 — model granularity	manual
2452	9	other	s9	boundary	model favorites pin顶	manual
2453	9	other	s9	dup	fallback链持续遍历 — fallback chain	manual
2454	9	other	s9	variant	agents.list[].experimental.localModelLean per-agent	manual
2455	9	other	s9	dup	unknown-tool stream guard默认启用 — stream guard	manual
2456	9	other	s9	cand	tools-scope: per-agent tools.message.actions.allow(send-only)	manual
2457	9	other	s9	boundary	app自动更新检查+one-click install	manual
2458	9	other	s9	dup	browser.ssrfPolicy.allowPrivateNetwork:false保留strict — SSRF policy	manual
2459	9	other	s9	dup	WeChat/WeCom message queue防并发丢失 — channel queue	manual
2460	9	other	s9	dup	buildSystemPrompt从ToolDefinition metadata取snippets — prompt hygiene	manual
2461	9	other	s9	dup	loop detector 5次identical停run — loop detection	manual
2462	9	other	s9	cand	delegate-params: spawn_agent接role preset+send_input可interrupt	manual
2463	9	other	s9	boundary	~/.pi/agent/keybindings.json自定义键位	manual
2464	9	other	s9	dup	file checkpoints自动+恢复 — checkpoint已实装	manual
2465	9	other	s9	dup	/reset /new清auto-fallback-pinned保留显式选择 — reset hygiene	manual
2466	9	other	s9	variant	messages.groupChat.unmentionedInbound:"room_event"	manual
2467	9	other	s9	dup	hooks从VS Code window解析workspace非global state — hook workspace	manual
2468	9	other	s9	variant	settings profiles("profiles" key临时切换)	manual
2469	9	other	s9	boundary	keymap JSON打开按钮	manual
2470	9	other	s9	boundary	channels.matrix.proxy config	manual
2471	9	other	s9	dup	BodyForAgent主inbound text+Body legacy fallback — envelope semantics	manual
2472	9	other	s9	noise	Hunter/Healer Alpha临时catalog	manual
2473	9	other	s9	dup	autofix bot tracking issues不处理 — bot guard	manual
2474	9	other	s9	boundary	Raft agent network adapter	manual
2475	9	other	s9	dup	snapshot SSRF honor+system-event不可spoof嵌套markers+fetch边界 — boundary harden	manual
2476	9	other	s9	boundary	ShareLink直接分享.md服务端渲染	manual
2477	9	other	s9	dup	/model切换时edit format跟随新model默认 — format跟随	manual
2478	9	other	s9	noise	TypeBox 1.3.7升级	manual
2479	9	other	s9	boundary	Jules critic agent改进	manual
2480	9	other	s9	boundary	clawdis nodes canvas.eval/snapshot	manual
2481	9	other	s9	noise	edit mode add file input清理	manual
2482	9	other	s9	cand	remote-mcp: ID token认证MCP	manual
2483	9	other	s9	cand	hook-forms: HTTP Hook/Function Hook/Async Hook	manual
2484	9	other	s9	boundary	working dir selection新建目录	manual
2485	9	other	s9	variant	system-reminder分类属性(非rule类型标签)	manual
2486	9	other	s9	noise	企业版Solo/Agent智能体合并	manual
2487	9	perf	s9	dup	API request bodies gzip压缩 — transport	manual
2488	9	perf	s9	boundary	setting链接复制	manual
2489	9	perf	s9	boundary	review tool Java/JVM checklist	manual
2490	9	perf	s9	dup	config sync throttle+debounce — perf	manual
2491	9	perf	s9	dup	无效models.json语法跳migration报正常错误 — config errors	manual
2492	9	perf	s9	boundary	Google Chat webhook mode lifecycle	manual
2493	9	perf	s9	boundary	Jules environment snapshot	manual
2494	9	perf	s9	noise	OpenHands 1.0.0 SDK	manual
2495	9	perf	s9	dup	next-turn suggestions用轻量model+condensed context — suggestion cost	manual
2496	9	perf	s9	noise	packaged CLI不读repo QA markdown	manual
2497	9	perf	s9	dup	Python SDK crash检测+stderr capture/JS exit reason — SDK diagnostics	manual
2498	9	perf	s9	dup	webhookPort:0 ephemeral绑定 — port config	manual
2499	9	perf	s9	dup	@文件搜索大代码库性能 — search perf	manual
2500	9	perf	s9	dup	ACP进程启动设UA header — UA header	manual
2501	9	perf	s9	dup	web search迁移新API — search API	manual
2502	9	perf	s9	dup	agent.message.ttfb.model延迟指标 — telemetry	manual
2503	9	perf	s9	dup	command:// URI正确转slash command — URI handling	manual
2504	9	remote-cloud	s9	boundary	A/B package VSIX	manual
2505	9	remote-cloud	s9	boundary	Bedrock requestMetadata cost tagging	manual
2506	9	remote-cloud	s9	boundary	Cline Kanban modal	manual
2507	9	remote-cloud	s9	boundary	disable Add Remote Servers setting	manual
2508	9	remote-cloud	s9	boundary	Bedrock custom model ID	manual
2509	9	remote-cloud	s9	boundary	@-mention search telemetry	manual
2510	9	remote-cloud	s9	boundary	Commit按钮Skip Hooks toggle	manual
2511	9	remote-cloud	s9	boundary	PiClient/CBOR/Unix-socket experimental APIs	manual
2512	9	remote-cloud	s9	cand	remote-mcp: unreachable remote MCP不再卡session启动	manual
2513	9	remote-cloud	s9	dup	CDP profile host不放宽navigation — browser policy	manual
2514	9	remote-cloud	s9	cand	browser-mcp: Chrome DevTools MCP attach mode	manual
2515	9	remote-cloud	s9	boundary	message tool+subcommands/DNS-SD discover	manual
2516	9	remote-cloud	s9	dup	Canvas HTTP host等lazy-load — startup perf	manual
2517	9	remote-cloud	s9	boundary	Windows/WSL keybinding避开terminal保留	manual
2518	9	remote-cloud	s9	dup	VS Code Remote SSH @ mentions修复 — remote files	manual
2519	9	remote-cloud	s9	boundary	marketplace install/remote bundle caching	manual
2520	9	remote-cloud	s9	dup	headless/server mode本地.mcp.json不再被忽略 — config loading	manual
2521	9	remote-cloud	s9	cand	remote-mcp: protected-resource metadata resource数组(GitLab /api/v4)	manual
2522	9	remote-cloud	s9	cand	clipboard: OSC 52 SSH/mosh远程剪贴板	manual
2523	9	remote-cloud	s9	boundary	WhatsApp Business Cloud API adapter	manual
2524	9	remote-cloud	s9	dup	systemctl probe失败非致命 — probe tolerance	manual
2525	9	remote-cloud	s9	boundary	plugin workspace sharing/access controls	manual
2526	9	remote-cloud	s9	dup	Codex quota errors+synthetic usage line+protocol assets — provider fixes	manual
2527	9	remote-cloud	s9	cand	oauth: device-code OAuth login(headless远程授权)	manual
2528	9	remote-cloud	s9	boundary	remote config UI/deletion同步	manual
2529	9	remote-cloud	s9	dup	SSH tunnel loopback+unsafe lengths bounded — input bounds	manual
2530	9	remote-cloud	s9	boundary	task modals多任务	manual
2531	9	remote-cloud	s9	boundary	WeCom远程控制CLI	manual
2532	9	remote-cloud	s9	noise	packaging pipeline版本检测	manual
2533	9	remote-cloud	s9	boundary	Hugging Face provider/model overhaul/Telegram topics	manual
2534	9	remote-cloud	s9	dup	空turns所有provider重试 — retry coverage	manual
2535	9	remote-cloud	s9	boundary	enterprise remote globalSkills同步	manual
2536	9	remote-cloud	s9	cand	remote-mcp: service account impersonation(IAP Cloud Run)	manual
2537	9	remote-cloud	s9	cand	remote-mcp: OAuth authentication remote servers	manual
2538	9	remote-cloud	s9	boundary	feature flag payload/remote onboarding	manual
2539	9	remote-cloud	s9	cand	remote-mcp: vibe mcp add/remove命令免编辑TOML	manual
2540	9	sandbox-exec	s9	boundary	SANDBOX_KVM_ENABLED /dev/kvm	manual
2541	9	sandbox-exec	s9	boundary	bwrap Linux sandbox foundation	manual
2542	9	sandbox-exec	s9	cand	sandbox-scope: commands按path申请write access(非全有全无)	manual
2543	9	sandbox-exec	s9	dup	sandbox bash用container paths(/workspace) — path guidance	manual
2544	9	sandbox-exec	s9	dup	sandbox registry per-runtime shard files — state isolation	manual
2545	9	sandbox-exec	s9	dup	CDP startup errors含Chrome stderr+no-sandbox hint — diagnostics	manual
2546	9	sandbox-exec	s9	dup	legacy sandbox configs补默认file rules — config migration	manual
2547	9	sandbox-exec	s9	cand	env-sandbox: block JVM injection(MAVEN_OPTS/SBT_OPTS/GRADLE_OPTS/ANT_OPTS)+glibc tunables	manual
2548	9	sandbox-exec	s9	cand	remote-mcp: MCP Apps tool calls+namespaced registration+parallel-call opt-in	manual
2549	9	sandbox-exec	s9	boundary	unprivileged sandbox pnpm store fallback	manual
2550	9	sandbox-exec	s9	dup	Gemini CLI isolated runtime home用选定auth profile — auth isolation	manual
2551	9	sandbox-exec	s9	boundary	Honcho Memory integration	manual
2552	9	sandbox-exec	s9	dup	低FD容器hot reload优化 — perf	manual
2553	9	sandbox-exec	s9	dup	local/sandbox一致non-interactive pager — pager hygiene	manual
2554	9	sandbox-exec	s9	variant	standalone conversation isolation primitives	manual
2555	9	sandbox-exec	s9	dup	MCP config scope隔离优化 — config isolation	manual
2556	9	sandbox-exec	s9	dup	--profile主选择器统一 — profile unify	manual
2557	9	sandbox-exec	s9	boundary	egress websocket/remote --cd/remote-control	manual
2558	9	sandbox-exec	s9	dup	cross-channel origin replies不回落active channel — routing isolation	manual
2559	9	sandbox-exec	s9	boundary	CDP endpoint auto-start/attachOnly proxy	manual
2560	9	sandbox-exec	s9	boundary	sandbox.browser.binds分离exec containers	manual
2561	9	sandbox-exec	s9	dup	--host启动WebUI CORS逻辑修复 — CORS	manual
2562	9	sandbox-exec	s9	cand	sandbox-backup: macOS redirection/write前备份pipeline	manual
2563	9	scheduling	s9	dup	完成的scheduled session自动展开final answer — schedule UX	manual
2564	9	scheduling	s9	dup	queue drain/wake-up用错Agent修复 — session-agent binding	manual
2565	9	scheduling	s9	dup	agents创建scheduled tasks+durable todo agenda — schedule+todo已实装	manual
2566	9	scheduling	s9	dup	Browser timeouts/viewport/ports/cron输入校验 — input validation	manual
2567	9	scheduling	s9	cand	schedule-cli: cron run --wait(timeout/poll)+cron.runs --run-id过滤	manual
2568	9	scheduling	s9	dup	malformed auth credential fields/state归一 — config normalize	manual
2569	9	scheduling	s9	dup	scheduled tasks定义执行 — schedule	manual
2570	9	scheduling	s9	cand	schedule-forms: exit-triggered schedules+detached session-targeted runs	manual
2571	9	scheduling	s9	dup	Control UI Quick Create选agent-turn model — schedule model	manual
2572	9	scheduling	s9	boundary	session workspace rail/plugin health/cron lists/iOS Watch	manual
2573	9	scheduling	s9	boundary	workflow approval stage list+resource estimation	manual
2574	9	scheduling	s9	dup	clawdbot logs/cron colors/agents flows/status snapshot — CLI UX	manual
2575	9	scheduling	s9	dup	restart后heartbeat唤醒interrupted session — restart wake	manual
2576	9	scheduling	s9	dup	GPT-5 prompt overlay进shared provider runtime — prompt overlay	manual
2577	9	scheduling	s9	dup	schedule runs折叠为单sidebar row(带run count) — schedule UX	manual
2578	9	scheduling	s9	cand	schedule-forms: per-job dynamic cadence+gated script payloads+cron heartbeat	manual
2579	9	scheduling	s9	boundary	Spotify tools+skill(PKCE OAuth)	manual
2580	9	scheduling	s9	dup	terminal WebSocket应用层heartbeat防反代断连 — keepalive	manual
2581	9	search-index	s9	boundary	devin.agentWindow.location分栏	manual
2582	9	search-index	s9	boundary	semantic search score threshold slider	manual
2583	9	search-index	s9	variant	USE_BUILTIN_RIPGREP选system/bundled	manual
2584	9	security-secrets	s9	cand	security-cmd: /security-review代码安全审计命令	manual
2585	9	security-secrets	s9	dup	gateway credential+ws auth handshake共享typed auth context — auth refactor	manual
2586	9	sessions-history	s9	dup	/undo把tool results误算user turns修复 — undo fix	manual
2587	9	sessions-history	s9	dup	browser_console评估180x提速 — perf	manual
2588	9	sessions-history	s9	dup	checkpoint restore fork不再卡Thinking — restore fix	manual
2589	9	sessions-history	s9	dup	ACP child runs persist transcripts — transcript persist	manual
2590	9	sessions-history	s9	cand	resume-state: fetch-pr --resume校验on-disk state复用worktree	manual
2591	9	sessions-history	s9	boundary	Session Workflow依赖图视图	manual
2592	9	sessions-history	s9	boundary	git: restore and next action	manual
2593	9	sessions-history	s9	dup	daemon session API(create/list/resume/archive/delete) — session API	manual
2594	9	sessions-history	s9	boundary	newSession/tree/fork keybindings	manual
2595	9	sessions-history	s9	cand	goal-flows: persisted /goal workflows+APIs+model tools+continuation	manual
2596	9	sessions-history	s9	cand	hook-events: session.started event	manual
2597	9	sessions-history	s9	boundary	project search history持久	manual
2598	9	sessions-history	s9	boundary	daemon turn navigation(bounded indexing/snapshots)	manual
2599	9	sessions-history	s9	dup	/steer <message>queue-independent steering(同2223) — steer	manual
2600	9	sessions-history	s9	dup	orphan recovery bounded+persisted attempts+tombstone — recovery bound	manual
2601	9	sessions-history	s9	dup	workspace外图片(~/Downloads)attach不再失败 — attach fix	manual
2602	9	sessions-history	s9	noise	billing注记(quota+extra usage)	manual
2603	9	sessions-history	s9	dup	CLI routed turns恢复inbound image refs — media refs	manual
2604	9	sessions-history	s9	dup	manual message send写入resolved session transcript — transcript write	manual
2605	9	sessions-history	s9	dup	connector threads(Slack等)session删除后恢复 — thread recovery	manual
2606	9	sessions-history	s9	dup	logs tab/focus mode/tool output caps/windowed — UI fixes	manual
2607	9	sessions-history	s9	dup	session picker search+Load More分页 — picker pagination	manual
2608	9	sessions-history	s9	dup	Sessions table显示agent runtime+过滤 — session labels	manual
2609	9	sessions-history	s9	variant	Discord thread bindings inactivity idleHours替代fixed TTL	manual
2610	9	sessions-history	s9	boundary	voice session含bounded IDENTITY/USER/SOUL.md	manual
2611	9	sessions-history	s9	dup	正常结束但空content不再异常 — empty response	manual
2612	9	sessions-history	s9	dup	长transcripts时UI保持响应 — perf	manual
2613	9	sessions-history	s9	dup	3.0.15回归:停止重启Cline卡死修复 — restart fix	manual
2614	9	sessions-history	s9	dup	API error时user feedback进history — feedback persist	manual
2615	9	sessions-history	s9	dup	session reuse支持file paths+IDs文档一致 — docs	manual
2616	9	sessions-history	s9	dup	任一channel先发消息即建session(对称) — session creation	manual
2617	9	sessions-history	s9	dup	malformed agent:-prefixed session keys拒绝 — key validation	manual
2618	9	sessions-history	s9	dup	legacy-role fallback+silent local role — role fallback	manual
2619	9	sessions-history	s9	dup	mode:UI main-session sends走internal surface — routing	manual
2620	9	sessions-history	s9	dup	custom templated session.store下发现disk-only/retired stores — store discovery	manual
2621	9	sessions-history	s9	dup	archived transcripts计入usage totals — usage totals	manual
2622	9	sessions-history	s9	boundary	Google Meet accessType/end-active-conference	manual
2623	9	sessions-history	s9	dup	resume+prompt场景history processing优化 — resume flow	manual
2624	9	sessions-history	s9	dup	长option labels wrap/Tab steer提交/history修复 — input fixes	manual
2625	9	sessions-history	s9	dup	/status readiness/context%/thinking/verbose — status command	manual
2626	9	sessions-history	s9	boundary	0.0.16-track onboarding重设计	manual
2627	9	sessions-history	s9	dup	异步context compression后台触发 — compaction	manual
2628	9	sessions-history	s9	cand	hook-visibility: workspace hook缺失/非零退出阻塞时可见提示	manual
2629	9	sessions-history	s9	dup	context-limit恢复成功不再报failure — recovery report	manual
2630	9	sessions-history	s9	boundary	Team可见性默认+private切换	manual
2631	9	sessions-history	s9	boundary	Slack @mention初始化Devin	manual
2632	9	sessions-history	s9	dup	Protocol Mode多轮配置丢失修复 — config persist	manual
2633	9	sessions-history	s9	dup	HEAD已过checkpoint commit时拒绝restore — restore guard	manual
2634	9	sessions-history	s9	dup	新版创建的session旧版resume提示--check-upgrade — version guard	manual
2635	9	sessions-history	s9	noise	dev branch session logo回退	manual
2636	9	sessions-history	s9	dup	title generation捕获真实task name — title gen	manual
2637	9	sessions-history	s9	dup	resume时创建新branches — branch on resume	manual
2638	9	sessions-history	s9	dup	session lock延迟到实际使用减少泄漏 — lock timing	manual
2639	9	sessions-history	s9	dup	/rename快速重命名(直接参数) — rename command	manual
2640	9	sessions-history	s9	dup	spawn-child sessions分类kind:"spawn-child" — session kind	manual
2641	9	sessions-history	s9	dup	parent-session forking+thread-history跨轮保持 — thread persist	manual
2642	9	sessions-history	s9	boundary	Slack DM reply overhead/runtime defaults	manual
2643	9	sessions-history	s9	dup	session remaining显示default/selected/reason/clear hint — status detail	manual
2644	9	sessions-history	s9	dup	legacy-task migration不再spam telemetry — telemetry hygiene	manual
2645	9	sessions-history	s9	dup	resume/fork picker重设计+raw scrollback+/ide — picker UX	manual
2646	9	sessions-history	s9	dup	/tasks chat-native后台任务板 — task board	manual
2647	9	sessions-history	s9	dup	group/channel task completions经requester session路由 — completion routing	manual
2648	9	sessions-history	s9	dup	inbound <media:audio>替换为preflight transcript — media transcript	manual
2649	9	sessions-history	s9	variant	resume picker排序切换(created vs last-updated)	manual
2650	9	sessions-history	s9	boundary	Todo panel respect Session Workflow setting	manual
2651	9	sessions-history	s9	dup	durable event log cap 64MiB — log cap	manual
2652	9	sessions-history	s9	dup	带images session切model(截断,image attach mode fix) — media fix	manual
2653	9	sessions-history	s9	variant	session search范围可选+V2 harness flag	manual
2654	9	sessions-history	s9	dup	/new /clear /fork不丢cloud-managed requirements/flags — reset hygiene	manual
2655	9	sessions-history	s9	dup	progress updates显示Knowledge使用+code updates — visibility	manual
2656	9	sessions-history	s9	boundary	createTime range cursor filter	manual
2657	9	sessions-history	s9	dup	running task中切换session不冻结 — switch fix	manual
2658	9	sessions-history	s9	dup	tools.message replies路由active turn+mirror history — reply routing	manual
2659	9	sessions-history	s9	dup	X-Agent-Intent header ask误报craft修复 — intent header	manual
2660	9	sessions-history	s9	dup	Agent View直接attach background session继续对话 — attach	manual
2661	9	sessions-history	s9	dup	double-ESC+/rewind rewind — rewind已实装	manual
2662	9	sessions-history	s9	boundary	iOS ChatSheet RPCs走operator session	manual
2663	9	shell-tools	s9	boundary	agent::NewTerminalThread自定义shortcut	manual
2664	9	shell-tools	s9	variant	default terminal profile setting	manual
2665	9	shell-tools	s9	dup	terminal output size constraint — output cap	manual
2666	9	shell-tools	s9	dup	Windows shell mode(! command)cmd/PowerShell — shell mode	manual
2667	9	shell-tools	s9	boundary	terminal::Toggle ctrl-` 	manual
2668	9	shell-tools	s9	dup	task context providers访问local shell env — env access	manual
2669	9	shell-tools	s9	boundary	composer add menu(attachments/files/extensions/MCP/skills)	manual
2670	9	shell-tools	s9	boundary	同2669(重复)	manual
2671	9	shell-tools	s9	dup	codex doctor(runtime/auth/terminal/network/config/state) — diagnostics	manual
2672	9	shell-tools	s9	variant	terminal working_directory:"current_file_directory"	manual
2673	9	shell-tools	s9	dup	Web Shell inline edit+resend最新user message — message edit	manual
2674	9	shell-tools	s9	boundary	shell tab completion路径/--edit-format	manual
2675	9	shell-tools	s9	dup	Web Shell拖文件/@file panel上传workspace files — upload	manual
2676	9	shell-tools	s9	dup	同2675(重复)	manual
2677	9	shell-tools	s9	boundary	agent: rename selected thread	manual
2678	9	shell-tools	s9	dup	recoverable interrupted sessions Continue execution — resume action	manual
2679	9	shell-tools	s9	boundary	embedded Web Shell隐藏session source switch	manual
2680	9	shell-tools	s9	boundary	stop button行为设置(cancel/kill)	manual
2681	9	shell-tools	s9	dup	terminal output controls不隐藏live progress — output controls	manual
2682	9	shell-tools	s9	cand	sandbox-scope: terminal commands按host申请network access	manual
2683	9	shell-tools	s9	boundary	built-in tools可扩展ToolDefinition override渲染	manual
2684	9	shell-tools	s9	boundary	readToolDefinition等built-in definitions导出	manual
2685	9	shell-tools	s9	dup	command output先stream完再发done — stream ordering	manual
2686	9	shell-tools	s9	dup	/diff不跑repo Git helpers/hooks+PS parser安全 — command safety	manual
2687	9	shell-tools	s9	dup	command output运行中stream进transcript — live output	manual
2688	9	shell-tools	s9	dup	cmd &/nohup background child不再挂到timeout — exec lifecycle	manual
2689	9	shell-tools	s9	cand	tool-policy: dynamic tool policies(terminal tool先行)	manual
2690	9	shell-tools	s9	boundary	authenticated HTTPS installs/Extension state批量/PTY worker	manual
2691	9	shell-tools	s9	cand	env-expose: PI_SESSION_ID/FILE/PROVIDER/MODEL/REASONING_LEVEL给commands	manual
2692	9	shell-tools	s9	dup	Windows output capture/PS handling/running-state修复 — terminal fixes	manual
2693	9	shell-tools	s9	boundary	markdown list indent/task-list checkbox渲染	manual
2694	9	shell-tools	s9	boundary	Kitty/iTerm2 inline images	manual
2695	9	shell-tools	s9	boundary	stdin-stream protocol集成测试	manual
2696	9	shell-tools	s9	dup	live shell output流式进session — live output	manual
2697	9	shell-tools	s9	dup	agent/!bash运行中messages排队+Esc处理 — message queue	manual
2698	9	shell-tools	s9	dup	retries/terminal outcomes/post-compaction usage/reply修复 — recovery	manual
2699	9	shell-tools	s9	cand	hook-events: post_compaction event(summary stdin)	manual
2700	9	shell-tools	s9	dup	system prompt明确tool output/unsupported reads/long-running — prompt guidance	manual
2701	9	shell-tools	s9	dup	corrupt shell snapshots/suspicious configs/malformed limits拒绝 — input validation	manual
2702	9	shell-tools	s9	boundary	setup hatch TUI fresh process	manual
2703	9	shell-tools	s9	dup	terminal-interaction命令兼容 — exec compat	manual
2704	9	shell-tools	s9	dup	仅additional env vars时用eval wrapper — exec optimize	manual
2705	9	shell-tools	s9	dup	config/policy/snapshots/prechecks/script limits严格化 — validation	manual
2706	9	shell-tools	s9	boundary	Ctrl-P/N navigation/screen-line-capped output	manual
2707	9	shell-tools	s9	dup	task config(custom modes/disabled tools)经stdin-prompt-stream — config forwarding	manual
2708	9	shell-tools	s9	dup	Web UI PTY sessions进程退出清理 — resource leak	manual
2709	9	shell-tools	s9	dup	split-screen不重置terminal — terminal stability	manual
2710	9	shell-tools	s9	boundary	Kitty/Alacritty/Zed识别	manual
2711	9	shell-tools	s9	boundary	terminal tab双击新建	manual
2712	9	shell-tools	s9	dup	PTY从SSE+HTTP改WebSocket双向 — transport	manual
2713	9	shell-tools	s9	boundary	transcript/review视图Download artifacts	manual
2714	9	shell-tools	s9	dup	rewind dialog同terminal选项(conversation/code) — rewind UX	manual
2715	9	shell-tools	s9	dup	/mode切换cli/ptc等Main Agent modes — mode switch	manual
2716	9	shell-tools	s9	boundary	GPU-accelerated rendering+inline images	manual
2717	9	shell-tools	s9	boundary	tokenjuice plugin压缩exec/bash tool输出	manual
2718	9	shell-tools	s9	dup	tool完成后terminal refresh debounce — render perf	manual
2719	9	shell-tools	s9	boundary	Web Shell Qwen 3.8 reasoning controls	manual
2720	9	shell-tools	s9	dup	Web Shell拖PNG/JPEG/GIF/WebP/BMP — attachments	manual
2721	9	shell-tools	s9	dup	background job output过大截断防context填满 — output cap	manual
2722	9	shell-tools	s9	dup	大session attach/move background不冻结 — attach fix	manual
2723	9	shell-tools	s9	boundary	Add Workspace目录autocomplete	manual
2724	9	shell-tools	s9	boundary	model role/context window配置	manual
2725	9	skills-plugins	s9	dup	/newrule创建rules文件 — rules command	manual
2726	9	skills-plugins	s9	cand	remote-mcp: plugin MCP servers+install时OAuth授权	manual
2727	9	skills-plugins	s9	boundary	TODO高亮comment injections	manual
2728	9	skills-plugins	s9	dup	.agents/skills项目skill自动发现 — skill discovery已实装	manual
2729	9	skills-plugins	s9	cand	hook-forms: message_end result替换finalized messages	manual
2730	9	skills-plugins	s9	cand	hook-events: session_shutdown带reason+targetSessionFile	manual
2731	9	skills-plugins	s9	dup	MCP server来源显示(extension/custom) — source labels	manual
2732	9	skills-plugins	s9	boundary	extension agents human-readable names	manual
2733	9	skills-plugins	s9	cand	tool-policy: per-sender tool policies(channel-scoped sender keys)	manual
2734	9	skills-plugins	s9	dup	Chrome MCP diagnostics redact attach-details — secret scrub	manual
2735	9	skills-plugins	s9	dup	/extension /cdp要gateway-token auth — auth gate	manual
2736	9	skills-plugins	s9	dup	plugin-load logs走stderr+completion scripts走stdout — output hygiene	manual
2737	9	skills-plugins	s9	dup	help/version不加载config — CLI hygiene	manual
2738	9	skills-plugins	s9	dup	hook-pack install/update走openclaw plugins — plugin routing	manual
2739	9	skills-plugins	s9	dup	infer web --provider解析scoped SecretRefs — secret resolution	manual
2740	9	skills-plugins	s9	boundary	Buzz plugin/Slack identity modes/Telegram blocks	manual
2741	9	skills-plugins	s9	cand	hook-forms: Codex app-server async tool_result middleware	manual
2742	9	skills-plugins	s9	boundary	Editor构造签名变更(tui,theme)	manual
2743	9	skills-plugins	s9	dup	session reads/metadata fingerprints/auth env snapshots — perf	manual
2744	9	skills-plugins	s9	noise	0.85.0误发布internal code修复	manual
2745	9	skills-plugins	s9	dup	ctx.newSession/fork/switchSession/imported-session修复 — session replace	manual
2746	9	skills-plugins	s9	cand	hook-forms: HookInputProcessor注入context fields	manual
2747	9	skills-plugins	s9	dup	/config查看agents/MCP/Powers/Steering/Skills/Hooks — config view	manual
2748	9	skills-plugins	s9	boundary	Devin Extension macros/Playbooks	manual
2749	9	skills-plugins	s9	cand	hook-forms: tools/call AbortSignal转发plugin handlers	manual
2750	9	skills-plugins	s9	boundary	marketplaces auto-update API	manual
2751	9	skills-plugins	s9	dup	marketplace config writes serialization lock — write lock	manual
2752	9	skills-plugins	s9	dup	dynamic catalog→async ModelRuntime.refresh() — catalog refresh	manual
2753	9	skills-plugins	s9	boundary	autocomplete trigger characters(#等)	manual
2754	9	skills-plugins	s9	cand	hook-events: after_provider_response(同1867)	manual
2755	9	skills-plugins	s9	cand	worktree: built-in worktree plugin($VIBE_HOME/worktrees创建/复用/清理)	manual
2756	9	skills-plugins	s9	noise	Actual Computer/CommandCode providers	manual
2757	9	skills-plugins	s9	boundary	plugin contract helpers SDK test subpaths	manual
2758	9	skills-plugins	s9	boundary	channel plugin base/web-search config contract导出	manual
2759	9	skills-plugins	s9	dup	static catalogs/manifest rows/lazy providers — startup perf	manual
2760	9	skills-plugins	s9	dup	Git marketplace无version用commit SHA缓存 — cache key	manual
2761	9	skills-plugins	s9	dup	plugin command name/description注册边界校验 — registration validation	manual
2762	9	skills-plugins	s9	boundary	npm plugin publish要compatibility metadata	manual
2763	9	skills-plugins	s9	dup	plugin state caps时evict namespace+tool-search catalog复用 — state eviction	manual
2764	9	skills-plugins	s9	boundary	Chutes bundled provider	manual
2765	9	skills-plugins	s9	boundary	Matrix plugin(matrix-js-sdk)	manual
2766	9	skills-plugins	s9	cand	hook-forms: before_prompt_build prependSystemContext/appendSystemContext	manual
2767	9	skills-plugins	s9	boundary	plugin config load/write→runtime snapshots+transactions	manual
2768	9	skills-plugins	s9	cand	hook-context: llm_output暴露contextTokenBudget+source metadata	manual
2769	9	skills-plugins	s9	boundary	describeMessageTool共享message tool发现	manual
2770	9	skills-plugins	s9	dup	unscoped catalog readers复用workspace-compatible — perf	manual
