src	id	grp	detail	item
dedup-h	3255	mcp-tools	remote-mcp: tool progress bar/throttling/validation	UI/clarity: consolidate button primitives (btn--icon, btn--ghost, btn--xs), refine the Knot theme to a black-and-red palette with WCAG 2.1 AA contrast, add conf
dedup-h	3258	mcp-tools	remote-mcp: oauth spec github+resource parameter	Added MCP server status monitoring with new GET /mcp endpoint to check connection status of MCP servers
dedup-h	3260	memory-context	tree-summary: /tree branch summarization三选项(无/摘要/自定义prompt)	Fixed openai-completions streamed tool-call assembly to coalesce deltas by stable tool index when OpenAI-compatible gateways mutate tool call IDs mid-stream, pr
dedup-h	3261	memory-context	memory-key: X-Hermes-Session-Key给memory providers稳定session id	Dynamic API key refresh: OAuth tokens (GitHub Copilot, Anthropic OAuth) are now refreshed before each LLM call, preventing failures in long-running agent loops
dedup-h	3262	memory-context	memory-scope: per-conversation allowedChatIds/deniedChatIds	Added an optional external tool guard provider for managed serve deployments to enforce pre-execution allow/deny policies. (#8125) by @chiga0
dedup-h	3266	memory-context	context-map: --map-tokens repo map预算+PageRank优先级	Fix SSE MCP Invocation - Fixed SSE connection issue in McpHub.ts by ensuring transport.start override only applies to stdio transports, allowing SSE and streama
dedup-h	3267	memory-context	thinking: --thinking-tokens预算控制	Add environment variable injection support for whole MCP config (thanks @NamesMT!)
dedup-h	3272	memory-context	hook-events: session_compact_failed(reason/retry state)	Added support for configurable timeout for MCP tool calls. (#33348; thanks ribelo)
dedup-h	3282	memory-context	compaction: pre-compaction memory flush(agents.defaults.compaction.*)	Context Statistics Enhancement: The /context command now displays token usage for MCP tools, helping users better understand context usage details
dedup-h	3305	memory-context	session-incognito: transcripts+compaction state只存Gateway memory(不落盘)	Incognito threads: keep Control UI conversation transcripts and compaction state in Gateway memory until restart, with memory flush off. Provider processing, di
dedup-h	3313	memory-context	memory-fts: Japanese-aware query expansion+stop-words	Agents/auth: redact OAuth refresh failure causes against in-memory, attempted, and reloaded credentials before generic token masking while ensuring failed ACP d
dedup-h	3314	memory-context	memory-scope: memorySearch.qmd.extraCollections跨agent session search	Codex/Lossless: keep Codex explicit compaction on native app-server threads while allowing Lossless through the context-engine slot; openclaw doctor --fix now m
dedup-h	3315	memory-context	memory-search: FTS fallback+query expansion	Agents/compaction: clamp compaction summary reserve tokens to each model's output limit so high-context compaction no longer requests invalid max_tokens values.
dedup-h	3320	memory-context	memory-recall: memory/**/YYYY-MM-DD.md嵌套daily notes喂short-term recall	OpenTelemetry coverage expands across model calls, token usage, tool loops, harness runs, exec processes, outbound delivery, context assembly, and memory pressu
dedup-h	3323	memory-context	memory-recall: fast active-memory+跨对话recall默认+guided imports	Control UI/Dreaming: stop Imported Insights and Memory Palace from calling optional memory-wiki gateway methods when the plugin is off, and refresh config befor
dedup-h	3337	memory-context	compaction: agent.compaction_threshold_tokens提前触发	Memory/Search: add FTS fallback plus query expansion for memory search. (#18304) Thanks @irchelper.
dedup-h	3344	memory-context	compaction: configurable auto-compact threshold+Stop hook context usage	I need to see the actual commit message to summarize it. Could you please provide the commit message you'd like me to summarize for the changelog entry?
dedup-h	3346	memory-context	memory-cli: memory search/export命令	Add /compact session command to compress conversation history
dedup-h	3347	memory-context	hook-events: experimental.session.compacting(pre-compaction注入)	Added configurable compaction settings to allow users to disable auto-compaction and pruning via config instead of flags
dedup-h	3351	models-routing	model-flag: --model免--provider+provider/id语法+fuzzy+:<thinking>后缀	Added session_compact_failed extension events so compaction failures and aborts expose their reason, retry state, source, and error message to handlers (#8175).
dedup-h	3355	models-routing	thinking: extended thinking Plan/Act不同budgets	/tree branch summarization now offers three options: "No summary", "Summarize", and "Summarize with custom prompt". Custom prompts are appended as additional fo
dedup-h	3356	models-routing	auth-header: Anthropic Authorization header选项(非X-Api-Key)	Check for compaction before submitting user prompt, not just after agent turn ends. This catches cases where user aborts mid-response and context is already nea
dedup-h	3366	models-routing	review-cli: fetch-pr --since增量review锚点	Refreshed the model catalog. Adds four providers (Infer by Flow7, Melious, NaN, and Wallaby) and takes the bundled catalog from 5,788 to 6,079 models. This is a
dedup-h	3379	models-routing	http-headers: language_models.<provider>.custom_headers	DeepSeek V4+ Thinking Mode Compatibility: Fixed an issue where custom DeepSeek V4 models (such as deepseek-v4-flash) would return The reasoning_content in the t
dedup-h	3382	models-routing	transport-cfg: transport setting(sse/websocket/auto)per-provider	Note that codex logout will remove whatever login credential is stored in auth.json (API key or ChatGPT auth token).
dedup-h	3394	models-routing	model-param: params.context1m:true→1M beta header(Opus/Sonnet)	Official provider packages: install BytePlus, ComfyUI, Mistral, NovitaAI, OpenCode, Synthetic, Volcengine, Vydra, and Xiaomi as needed through onboarding. Recov
dedup-h	3424	models-routing	provider-ext: extensions注册完整pi-ai providers(auth/refresh/filter)	Agents/replay recovery: classify the provider wording 401 input item ID does not belong to this connection as replay-invalid, so users get the existing /new ses
dedup-h	3429	models-routing	api-gate: /v1/chat/completions端点默认禁用(显式enable)	Agents/history and replies: buffer phaseless OpenAI WS text until a real assistant phase arrives, keep replay and SSE history sequence tracking aligned, hide co
dedup-h	3442	models-routing	model-scope: configurable model-selection scopes	Agents/Anthropic: add opt-in 1M context beta header support for Opus/Sonnet via model params.context1m: true (maps to anthropic-beta: context-1m-2025-08-07).
dedup-h	3462	models-routing	context-probe: 无显式limit时context-overflow不再stepdown探测	Removed deprecated direct minimax and minimax-cn model IDs, keeping only MiniMax-M2.7 and MiniMax-M2.7-highspeed. Update pinned model IDs to one of those suppor
dedup-h	3490	orchestration	delegate-depth: maxSpawnDepth=2(depth-1 orchestrator可spawn)	Added support for configuring custom HTTP headers on language model providers via language_models.<provider>.custom_headers. (#55246; thanks aurabindo)
dedup-h	3495	orchestration	hook-safety: non-product built-in frontmatter hooks默认禁用	Agent: Added allow_extended_context to the Bedrock settings which enables 1M context windows on models that support it. (#48542; thanks 5herlocked)
dedup-h	3506	orchestration	guardian-review: Smart Approvals经guardian subagent路由	Sub-Agent Event Handling: Fixed the issue where sub-agent task result events were duplicately propagated to the main session, improving stability of multi-agent
dedup-h	3514	orchestration	taskflow: managed child task spawning+sticky cancel intent	IDE-Integrated Sub-Agent Tool Calls: Fixed an issue in IDE integration mode where sub-agent calls to Read / Write / Edit / Bash and other tools were rejected by
dedup-h	3517	orchestration	subagent-tools: Explore subagent可web search(超出codebase)	The built-in Explore subagent can now use web search to research topics outside the codebase, in addition to its read-only codebase tools. It still cannot fetch
dedup-h	3519	orchestration	delegate-params: per-subagent-type model指定(Explore/general/Plan)	Delegate a pile of work and keep going — background fan-out — delegate_task can now fan out multiple subagents that all run in the background: your chat is neve
dedup-h	3520	orchestration	delegate-forms: subagent async Phase1(subprocess mode/hook notifications/batch)	A subagent's classification event under smart approve is now forwarded to telemetry like a top-level one, instead of being applied as a subagent state update —
dedup-h	3521	orchestration	delegate-fork: fork subagent feature gate+"Don't peek/race"纪律	Bound multi-agent channel conversations now load the workspace files for the configured agent instead of the default agent, though previously misfiled conversat
dedup-h	3533	other	proxy: WS_PROXY/WSS_PROXY websocket代理	New /web <url> command which scrapes the url, turns it into fairly clean markdown and adds it to the chat.
dedup-h	3557	other	render: GFM alert callouts(> [!NOTE]等)markdown渲染	Review flow is enhanced with a detached review mode, explicit enter and exit events, review thread IDs, and review history remains visible after rollout filteri
dedup-h	3561	other	file-open: file.rs:1-20行范围打开语法	Support for an enterprise-configured default model. Admins can set a team-wide default model for new sessions via the Windsurf or Devin enterprise admin dashboa
dedup-h	3572	other	ui-changes: thread view diff preview cards	To help new users get started with Jules, we’ve added sample prompts to the home page. These static prompts provide examples of how to use Jules and can be adde
dedup-h	3592	other	budget: rollout token budgets跨threads追踪+remaining提醒+abort	Android/Gateway auth: preserve Android gateway auth state across onboarding, use the native client id for operator sessions, retry with shared-token fallback af
dedup-h	3599	other	task-workdir: workflow agents workingDir pin	Agents: add optional auth-profile copy prompt on agents add and improve auth error messaging.
dedup-h	3605	other	secrets: gateway.auth.token SecretRef支持	add agent color to  inline task tool ascii char and highlight agent name
dedup-h	3610	other	update-idle: daemon idle时自动restart更新	Added the /new slash command to the slash command menu
dedup-h	3621	other	web-cmd: /web <url>刮取转markdown进chat	Review round ledgers are now embedded in the posted review body to persist across environments and enable the default effort level to recover previous round dat
dedup-h	3624	other	model-per-contact: per-DM-contact不同models(共享gateway)	Token counts in response cards - Response cards after messages now include token counts so you can understand exactly how each message cost was calculated.
dedup-h	3633	other	hook-events: experimental.chat.messages.transform/system.transform	Added support for Zed to download beta versions of ty, when configured as an enabled language server (#45080):
dedup-h	3640	other	policy-mdm: 企业team-wide默认model(新sessions)	Added support for clicking on the header of the read file tool to jump to the exact file location. (#33161; thanks max-frai)
dedup-h	3656	other	search-scope: non-recursive file search选项	Added the ability to set a language server's environment variables. For example: {"lsp": {"rust-analyzer": {"binary": {"path": "/some/abs/path/rust-analyzer", "
dedup-h	3666	perf	search-params: Grep head_limit+offset优化	Added support for vim-surround (#4965). Note that HTML tags are not yet supported.
dedup-h	3684	remote-cloud	handoff-remote: /handoff无参→摘要交给远程Devin session	Stream Timeout Optimization: Adjusted the default stream timeout from 30 seconds to 60 seconds, with new smart detection to prevent completed responses from bei
dedup-h	3713	remote-cloud	api-surface: commands.list RPC(remote clients发现runtime/skill/plugin命令)	Add support for output-format stream-jsonflag for headless mode
dedup-h	3720	remote-cloud	shell-persist: persistent shell mode(cd/env跨tool calls保持,local+SSH)	Gateway TTS playback: add an operator-scoped tts.speak RPC that returns configured-provider speech as inline whole-clip audio for remote clients.
dedup-h	3732	remote-cloud	parallel-runs: --parallel同prompt多任务	Add support for multiline user messages, and default user message when running headless
dedup-h	3734	remote-cloud	remote-mcp: OAuth 2.1 remote servers	Fixed split Alt+Enter input over SSH being misread as Escape, added PI_TUI_ESC_TIMEOUT for high-latency terminals, and limited that timeout to lone Escape input
dedup-h	3739	sandbox-exec	sandbox-elevate: elevated sandbox onboarding+/elevate-sandbox命令	Added support for loading Git commit template messages in remote and collaboration projects. (#55490; thanks OmChillure)
dedup-h	3740	sandbox-exec	worktree-sandbox: git worktrees sandbox支持	Added native support for AWS Bedrock's Mantle endpoint, enabling GPT-5.5, GPT-5.4, and Grok 4.3 through the Amazon Bedrock provider.
dedup-h	3744	sandbox-exec	delegate-context: sessions_spawn可选forked context(child继承请求)	Added ability to open a project in a DevContainer, provided a .devcontainer/devcontainer.json is present. (#44442; thanks KyleBarton)
dedup-h	3753	sandbox-exec	health-api: /health /healthz /ready /readyz endpoints	Config Cache Isolation: Fixed an issue where temporary CLI parameters (e.g., --system-prompt) would pollute the configuration cache
dedup-h	3755	sandbox-exec	mcp-apps: ticketed MCP Apps host(bound tools/resources/bounded context)	Add elevated sandbox onboarding with prompts for upgrade/degraded mode plus the /elevate-sandbox command.
dedup-h	3762	sandbox-exec	worktree-vcs: SVN/Perforce非git隔离workspace(Worktree通用化)	Safer agents: Codex app-server auth, compaction, source replies, sandbox path handling, and usage-limit recovery are more robust; OpenAI-compatible providers av
dedup-h	3768	sandbox-exec	sandbox-harden: block危险docker config(bind mounts/host net/unconfined)	Discord/voice: add an opt-in native @discordjs/opus install script and decoder preference for live voice-performance lanes without charging unrelated Docker/tes
dedup-h	3772	sandbox-exec	sandbox-home: Windows USERPROFILE入blocked home roots(防.credential binds)	Exec/runtime: treat tools.exec.host=auto as routing-only, keep implicit no-config exec on sandbox when available or gateway otherwise, and reject per-call host
dedup-h	3783	scheduling	sched-api: REST API查usage/traces/scheduled tasks(HTTP)	Add sandbox support for git worktrees to allow working in multiple directories per project
dedup-h	3786	scheduling	sched-session: per-run scheduled task sessions(fresh child+unique timestamps)	Added an idle watchdog to kill silent sandbox hangs after 20 minutes and implemented stale container reaping to prevent leaked runners from consuming resources.
dedup-h	3788	scheduling	commitments: opt-in inferred follow-up commitments(hidden batched extraction,per-agent/channel)	feat(tools): add generic worktree support — EnterWorktree/ExitWorktree + Agent isolation
dedup-h	3789	scheduling	prompt-override: agents.defaults.systemPromptOverride受控实验	Fix: Add --no-sandbox flag to browser launch options (#6632 by @QuinsZouls, PR by @QuinsZouls)
dedup-h	3797	scheduling	cron-announce: isolated jobs announce delivery mode	Curator cost optimization — no aux-model spend on routine runs — The skill curator now prunes stale skills by default but no longer runs its LLM-powered consoli
dedup-h	3799	scheduling	cron-lane: main-session scheduled work走cron-owned wake lane	A Gateway that stays up: startup recovers under load and with large agent rosters, malformed legacy cron rows are quarantined instead of blocking boot, migratio
dedup-h	3808	scheduling	sched-wake: scheduled work只在有变化时wake(事件驱动)	Cron: skip persisted job rows with malformed schedule or payload shapes in memory, leaving the store for openclaw doctor --fix instead of hydrating them into ru
dedup-h	3809	scheduling	sessions-maint: sessions cleanup命令+per-agent store+disk-budget	Agents/commitments: add opt-in inferred follow-up commitments with hidden batched extraction, per-agent/per-channel scoping, heartbeat delivery, CLI management,
dedup-h	3811	scheduling	sched-loop: /loop每轮后model决定是否继续(自适应)	Gateway/startup: defer scheduled services until sidecars finish, gate chat history and model listing during sidecar resume, and let Control UI retry startup-gat
dedup-h	3813	scheduling	self-maintain: Curator自主评级/修剪/合并skills(后台)	Agents/system prompt: add agents.defaults.systemPromptOverride for controlled prompt experiments plus heartbeat prompt-section controls so heartbeat runtime beh
dedup-h	3815	scheduling	sched-allowlist: implicit scheduled/system delivery强制allowlist路由	Cron/isolated sessions: route nested cron-triggered embedded runner work onto the nested lane so isolated cron jobs no longer deadlock when compaction or other
dedup-h	3819	search-index	search-conv: context search-conversations(RAG会话搜索)	WhatsApp/Cron/Heartbeat: enforce allowlisted routing for implicit scheduled/system delivery by merging pairing-store + configured allowFrom recipients, selectin
dedup-h	3831	sessions-history	clone-cmd: /clone当前branch复制新session	Usage hooks: add built-in full footer rendering, default footer templates, per-turn usage state, credential-aware limits, and fixed-decimal formatting for usage
dedup-h	3841	sessions-history	resume-turns: resume/fork include_turns+turn_service_tier+source metadata	Restore task completion telemetry for interactive sessions. A share of interactive stops routed through a teardown path that never reported completion after 4.1
dedup-h	3845	sessions-history	notify-os: native OS通知(session完成/需要输入)	/resume polluting session history: The /resume command text is no longer written to session history; refreshing the timeline no longer shows spurious user bubbl
dedup-h	3853	sessions-history	exec-defaults: per-agent tools.exec defaults(无directive/override时)	Tool Control Optimization: Improved session-level tool disabling mechanism, providing more granular feature control
dedup-h	3855	sessions-history	worktree-preserve: attached session退出永不删worktree(用户已有workspace)	History Cache: Added history cache service, improving session history loading and management experience
dedup-h	3863	sessions-history	cli-bridge: node-backed Codex CLI session listing+binding(继续既有CLI会话)	Session Restore Optimization: Improved session/load flow to ensure history messages and artifact restoration execute after response is sent, fixing duplicate se
dedup-h	3864	sessions-history	queue-modes: /queue modes+per-session overrides+agent.maxConcurrent	Support for synchronizing session topics through the ACP protocol to the IDE, enabling meaningful session names to be displayed in tabs or sidebars. When the AI
dedup-h	3866	sessions-history	context-viz: /context map发treemap图(context contributors)	When using Team collaboration, you can now navigate between members using Shift+Up/Down to switch views, viewing each member's conversation history, execution p
dedup-h	3870	sessions-history	share-sanitize: Share Conversation上传sanitized transcript(system prompts/tool剥除)	Fork sessions with codex exec fork, and archive or restore sessions from the TUI resume picker. (#37367, #37369, #37371)
dedup-h	3873	sessions-history	exec-cfg: /exec per-session exec defaults(host/security/ask/node)	Resumed TUI sessions seed prompt history from the session transcript, multiline hook output renders as separate rows, and Vim normal-mode editing behaves correc
dedup-h	3878	sessions-history	fork-cli: --fork <path|id>复制session	#10752 feat(tui): add sortable resume picker with created/updated timestamp toggle @fcoury
dedup-h	3881	sessions-history	hook-scope: BOOT.md per-agent scope(per-agent session-key)	We also added --session and --continue flags to crush, allowing you to quickly pick resume sessions in both the CLI and the TUI.
dedup-h	3883	sessions-history	health-api: per-agent session summaries+selective probes	New subagents_enabled setting in config.json (on by default) turns the run_subagent / read_subagent tools off; changes apply live to the running session.
dedup-h	3885	sessions-history	hook-events: message:received/message:sent桥接内部hooks	fix(core,cli): repair /compress session reload and quota-fallback tool response loss
dedup-h	3886	sessions-history	rewind: "Rewind to here"恢复session到该消息前状态	fix(browser-agent): enable "Allow all server tools" session policy
dedup-h	3888	sessions-history	resume-proto: task tool protocol锁定resume一致性	Chat Session List Navigation (#4360) - Added scroll state support for improved navigation in the chat session list
dedup-h	3890	sessions-history	model-temp: t键model只适用当前session不改config	Persistent aiohttp session — reuse HTTP sessions across requests instead of creating new ones per message
dedup-h	3894	sessions-history	feature-flag: subagents_enabled配置开关	Browse and manage local and cloud sessions, inspect configured resources, and apply cloud configuration to new local V3 sessions.
dedup-h	3895	sessions-history	onboard-gate: security checkpoint prompt+--non-interactive需--accept-risk	A session that asks for a worktree now starts in the repository and moves into the worktree once git worktree add lands, so the session exists from the moment t
dedup-h	3903	sessions-history	model-scope: model change选session/agent/global作用域	WhatsApp/QQ/Twitch/IRC/Slack: restore WhatsApp ack identity and group-drop warnings, make QQ Bot media respect OPENCLAW_HOME, serialize Twitch auth disconnects,
dedup-h	3906	sessions-history	repoless-api: REST API repoless sessions(serverless)	Slack: route handled top-level channel turns in implicit-conversation channels to thread-scoped sessions when Slack reply threading is enabled, keeping the root
dedup-h	3912	sessions-history	quote-to-chat: transcript选文本"Add to chat"(?L/Ctrl+)	Agents/context overflow: combine oversized and aggregate tool-result recovery in one pass and restore a total-context overflow backstop so recoverable sessions
dedup-h	3918	sessions-history	search-server: server-side full-text session index+hub command	Hooks/Automation: bridge outbound/inbound message lifecycle into internal hook events (message:received, message:sent) with session-key correlation guards, whil
dedup-h	3921	sessions-history	archive-cmd: /archive+codex archive/unarchive	Messaging/Sessions: mirror outbound sends into target session keys (threads + dmScope), create session entries on send, and normalize session key casing. (#1520
dedup-h	3923	sessions-history	session-rollover: idle/daily//new//reset rollover关闭tracked tabs+archive	Exec: add /exec directive for per-session exec defaults (host/security/ask/node). https://docs.clawd.bot/tools/exec
dedup-h	3924	sessions-history	reset-policy: daily reset policy+per-type overrides+idle windows(默认4am)	Sessions: add daily reset policy with per-type overrides and idle windows (default 4am local), preserving legacy idle-only configs. (#1146) https://docs.clawd.b
dedup-h	3928	sessions-history	bg-session: New Session直接建background session(不跳页)	Remove keyboard shortcut tooltips from new session and new workspace buttons in the sidebar
dedup-h	3934	sessions-history	api-unify: GET /api/v1/sessions统一endpoint	Fixed createAgentSession({ agentDir }) to derive the default persisted session path from the provided agentDir, keeping session storage aligned with settings, a
dedup-h	3944	sessions-history	resume-schema: exec resume --output-schema(续session仍enforce schema)	fix(acp): add session/set_config_option method to enable config option updates from Zed UI
dedup-h	3945	sessions-history	rewind-files: /rewind文件恢复支持	Lock task tool protocol for consistent task resumption, ensuring tasks resume with the same protocol they started with (PR #10192 by @daniel-lxs)
dedup-h	3948	sessions-history	policy-scope: "Allow all server tools" session policy	Added a unified notifications setting that posts native OS notifications when any agent session finishes or needs your input.
dedup-h	3955	shell-tools	shell-cfg: configurable default shell(terminals+agent commands)	All builtin shortcuts that were bound to alt-[a-z] have been rebound, as these shortcuts intefered with typing on non-US keyboards. You can restore these by add
dedup-h	3956	shell-tools	tui-image: display_image工具(terminal native/chafa,8MiB)	Added ability to restore all windows that were open when Zed was quit. Previously only the last used workspace was restored. This is now the default behavior. T
dedup-h	3958	shell-tools	toolset-alt: agent.codex_tools(GPT用Codex tool set)	Added a --shell-completions argument to generate shell completion scripts (e.g., for bash, zsh).
dedup-h	3959	shell-tools	tui-pty: opt-in interactive browser terminal(per-tab PTY+persist)	Add a timeout setting for the terminal connection, allowing users to set a time to wait for terminal startup
dedup-h	3960	shell-tools	spawn-hook: bash tool spawn hook调command/cwd/env	New terminal emulator! When Claude runs commands, you can now type directly in the in-line terminal (+ support for Python environments)
dedup-h	3964	shell-tools	input-hook: terminal_input事件拦截/消费/transform	Command execution compatibility: Fixed an issue where command execution failed in non-POSIX login shells such as fish. Now automatically falls back to a compati
dedup-h	3972	shell-tools	env-inject: Bash subprocess自动传$CODEBUDDY_PROJECT_DIR等	Skill Tool Result Optimization: Improved result message formatting after Skill and slash command execution for clearer output
dedup-h	3984	shell-tools	write-contract: review submissions严格write契约+bypass tripwire检测	Preserved streamed shell command output in ACP chat UIs so it stays visible after the command completes, with the exit code shown alongside instead of replacing
dedup-h	3998	shell-tools	review-ui: structured finding-centric review view(severity/confidence)	Added scroll acceleration support to the TUI (Terminal User Interface)
dedup-h	4001	shell-tools	tui-pty: inline terminal可直接输入(Python REPL等)	Fixed SIGTERM/SIGHUP interactive shutdown to keep signal handlers installed until terminal cleanup completes, preventing signal-exit from re-sending the signal
dedup-h	4005	shell-tools	shell-safety: PowerShell CLM type whitelist(~90)+Git防护(bare/NTFS 8.3)	Extension terminal input interception via terminal_input, allowing extensions to consume or transform raw input before normal TUI handling. See docs/extensions.
dedup-h	4012	shell-tools	shell-snapshot: 自动捕获user shell config(functions/aliases/options)	Added an opt-in interactive browser terminal to Web Shell that manages independent PTY sessions per tab with persistent scrollback and state handling. (#9984) b
dedup-h	4014	shell-tools	env-marker: OPENCLAW_SHELL跨runtimes标记shell环境	Web Shell now supports inserting file attachments via composer or @ selection, with improved streaming performance and immediate sidebar synchronization. (#9405
dedup-h	4016	shell-tools	task-share: CODEBUDDY_TASK_LIST_ID跨session共享task lists	Improves Web Shell sidebar session management with consistent hover details, compact status indicators, and persistent workspace expansion.
dedup-h	4017	shell-tools	goal-eval: 三态评估(achieved stop/not-achieved continue/unachievable)	Web Shell Channel management now supports full policy configuration, workspace binding, and a redesigned interface consistent with other management surfaces. (#
dedup-h	4024	shell-tools	tool-registry: --tools限量时registry仍含全部built-ins	Added a display_image tool to the TUI that renders PNGs using native terminal features or chafa fallbacks with an 8 MiB limit. (#8217) by @DragonnZhang
dedup-h	4033	shell-tools	composer-attach: composer/@插入file attachments进active turn	feat(web-shell): flesh out the multi-workspace split view (cross-workspace sessions, workspace labels, responsive layout)
dedup-h	4037	shell-tools	git-mode: new session git mode selector	feat(web-shell): daemon web-shell improvements — token usage, settings, retry, streaming metrics, hidden commands
dedup-h	4041	shell-tools	multi-ws: multi-workspace split view(cross-workspace sessions)	Improved terminal: New Terminal (cmd-n) to open in the center pane when a terminal tab there is focused, instead of always opening in the terminal panel. (#4860
dedup-h	4042	shell-tools	draft-hint: new-topic drafts建议新session发送	Agent: Fixed an issue where "Add to Agent Thread" was missing from the terminal context menu in windows without open folders. (#49084; thanks OmChillure)
dedup-h	4043	shell-tools	grant-persist: persistent "Always Allow" granular shell&MCP policies	Added support for Terminal && vi_mode as keybinding context to detect when the terminal is in vi_mode. (#26236; thanks iyht)
dedup-h	4059	skills-plugins	hook-provider: before_provider_request检查/替换provider payloads	MCP first-round tools missing: Optimized MCP config scan timing and first-round wait strategy, preventing config changes from being swallowed during plugin refr
dedup-h	4060	skills-plugins	marketplace: codex marketplace add(GitHub/git/local)+app-server	Optimized plugin extraction and initial loading: Plugin ZIP files are extracted as streams with write backpressure. The source of the initial runtime projection
dedup-h	4064	skills-plugins	pricing-tiers: input-token pricing tiers(custom models/models.json/extension)	/skills panel enhancement: The Skills panel now also displays custom slash commands, with group headers showing the source directory path. Token counting now on
dedup-h	4068	skills-plugins	skill-scope: skills.disabledLevels隐藏bundled/project/user/extension级	Marketplace Storage Stability: Introduced cross-process file locking and atomic writes for marketplace configuration files, fixing data corruption caused by con
dedup-h	4070	skills-plugins	agent-model: per-custom-agent default_model	Selected executor plugins can activate their stdio MCP servers per thread; plugin discovery also adds a created-by-me marketplace and auth-specific curated cata
dedup-h	4082	skills-plugins	sdk-turn: normalized command turn facts+plugin helpers	feat: add support for custom agent names in CLI/TUI interface (658fd3d6)
dedup-h	4088	skills-plugins	plugin-cmd: owner-gated /plugins /plugin命令(list/show/enable/disable)	ClawRouter routing and quotas: add the bundled ClawRouter provider plugin with credential-scoped dynamic model discovery, OpenAI-compatible and native Anthropic
dedup-h	4089	skills-plugins	ui-recovery: app module未注册时plain HTML recovery panel	Prevents first-run setup from skipping the selected provider's credential prompt after plugin installation, so onboarding continues with that provider instead o
dedup-h	4091	skills-plugins	hook-config: custom agent frontmatter hooks配置	Plugins/CLI: avoid importing the runtime plugin loader only to clear in-process caches after short-lived plugin install, enable, disable, update, and uninstall
dedup-h	4092	skills-plugins	agent-default: settings.agent plugin默认Agent(最低优先级)	Skills: add Skill Workshop with pending proposals, CLI/Gateway review actions, rollback metadata, and the skill_workshop agent tool. Thanks @shakkernerd and @vi
dedup-h	4093	skills-plugins	diag-labels: bounded skill metrics+tool source/owner labels(core/plugin/MCP/channel)	Update: keep core updates nonblocking when missing external plugin repair downloads or soft plugin repair warnings would otherwise stall, pin post-core plugin c
dedup-h	4095	skills-plugins	ext-async: async extension factories(dynamic imports/lazy deps)	Providers: add the Pixverse video generation provider, API region selection, docs, and external plugin packaging support.
dedup-h	4107	skills-plugins	install-gate: operator install policy取代dangerous-code scanner(治理化安装)	Agents: add permissive item schemas to array tool parameters before provider submission, preventing OpenAI-compatible schema validation from rejecting plugin to
dedup-h	4108	skills-plugins	hook-sdk: SDK注册tool execution hooks(自定义拦截)	Channels/iMessage: ignore Apple link-preview plugin payload attachments when users paste URLs, keeping the URL text while avoiding phantom media context. (#7937
dedup-h	4109	skills-plugins	mcp-oauth: MCP OAuth 2.1 PKCE+OSV malware scanning	Control UI: show a plain HTML recovery panel when the app module never registers, giving blank dashboard pages a retry path and browser-extension troubleshootin
dedup-h	4117	skills-plugins	output-style: plugins提供custom output styles	Gateway and agent hot paths are leaner across startup, session listing, task maintenance, prompt prep, plugin loading, tool descriptor planning, filesystem guar
dedup-h	4119	skills-plugins	skill-lib: shared Gateways上personal skill libraries	Gateway and packaged-plugin reliability focuses on slow-host startup, reusable model catalogs, event-loop readiness diagnostics, runtime-dependency repair, stal
dedup-h	4120	skills-plugins	sdk-seam: provider-owned transport/auth/follow-up seams+harness result classification	Plugin SDK: mark remaining legacy alias exports and diffs tool/config aliases with deprecation metadata, and add a guard so future legacy alias comments require
dedup-h	4121	skills-plugins	sdk-hook: reply payload sending hook(channel-owned replies)	Plugins/models: wire manifest modelCatalog.aliases and modelCatalog.suppressions into model-catalog planning and built-in model suppression, with stale Spark an
dedup-h	4126	skills-plugins	hook-ctx: message hook contexts暴露run/message/sender/session/trace字段	Plugin SDK/Codex harness: add provider-owned transport/auth/follow-up seams and harness result classification so Codex-style runtimes can participate in fallbac
dedup-h	4127	skills-plugins	install-scope: plugin安装scope选择(user/project级)	Plugins/manifest: add a modelCatalog contract for provider-owned model rows, aliases, suppression rules, and discovery mode metadata without loading plugin runt
dedup-h	4136	skills-plugins	model-catalog: manifest modelCatalog contract(provider-owned rows/aliases/suppressions)	Plugins/ClawHub: resolve plugin API compatibility against the active runtime version at install time, and add regression coverage for current >=2026.3.22 ClawHu
dedup-h	4140	skills-plugins	tool-allowlist: optional agent tools显式allowlists+authoring guide	Plugins: allow optional agent tools with explicit allowlists and add the plugin tool authoring guide. https://docs.clawd.bot/plugins/agent-tools
dedup-h	4154	skills-plugins	secrets: config.get响应redact credentials+skill/plugin安全scanner	Fixed resource collision precedence so project and user skills, prompt templates, and themes override package resources consistently, and CLI-provided paths tak
dedup-h	4155	skills-plugins	mcp-per-thread: executor plugins按thread激活stdio MCP servers	Added error diagnostics for missing explicit CLI resource paths (-e, --skill, --prompt-template, --theme)
dedup-h	4157	skills-plugins	skill-slash: Skills暴露为slash commands(会话直调)	Resource precedence for extensions, skills, prompts, themes, and slash-command name collisions is now project-first (cwd/.pi) before user-global (~/.pi/agent).
dedup-h	4158	skills-plugins	skill-review: Skill Workshop(pending proposals+CLI/Gateway review+rollback)	Added minimal-mode.ts example extension demonstrating how to override built-in tool rendering for a minimal display mode
