idx	novelty	cluster	src	verdict	detail	pass
10788	0.36	bugfix	s5	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	prior
10789	0.36	bugfix	s5	annotated	#4 后台孙进程 stdio 悬挂 | **真坑已修**：exit	prior
10790	0.36	bugfix	s5	annotated	**Codex**：releases 全是 alpha tag 无说明（	prior
10791	0.36	bugfix	s5	annotated	配置写竞态 | 不复发——fresh read 无缓存快照 |	prior
10792	0.36	bugfix	s5	annotated	协作 | EnterWorktree git worktree 隔离	prior
10793	0.36	git-pr-ci	s5	annotated	**缺口小结**: 交互工艺主体已齐；剩余真实缺口 = minimap、	prior
10794	0.36	git-pr-ci	s5	annotated	上下文 | AGENTS.md+project context（gi	prior
10795	0.36	git-pr-ci	s5	annotated	1. **跨会话存活的协调者实体**——今天 task 是信箱，背后是父	prior
10796	0.36	git-pr-ci	s5	annotated	执行 | 沙箱 beta（写限 project+temp+依赖目录；	prior
10797	0.36	git-pr-ci	s5	annotated	repo wiki 上传修复 | Repo Wiki 决策项佐证 |	prior
10798	0.36	git-pr-ci	s5	annotated	U12 fsmonitor/git 卫生 | **不适用-拒绝**	prior
10799	0.36	git-pr-ci	s5	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
10800	0.36	git-pr-ci	s5	annotated	协作 | EnterWorktree git worktree 隔离	prior
10801	0.36	mcp-tools	s5	annotated	输入 | `/tangent` 旁路 fork 会话、`/conte	prior
10802	0.36	mcp-tools	s5	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
10803	0.36	mcp-tools	s5	annotated	**扩展**: managed extensions 机制（manife	prior
10804	0.36	memory-con	s5	annotated	`memory search --format inject --t	prior
10805	0.36	memory-con	s5	annotated	上下文 | compaction 0.85 阈值+保用户消息/工具组	prior
10806	0.36	models-rou	s5	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
10807	0.36	models-rou	s5	annotated	/status 显示推理模式+待批准+上下文 | 同构 |	prior
10808	0.36	models-rou	s5	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	prior
10809	0.36	models-rou	s5	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
10810	0.36	models-rou	s5	annotated	## 10. Codex CLI（OpenAI · Rust TUI +	prior
10811	0.36	models-rou	s5	annotated	tool results 紧随调用即发 | 同构（泵逐条 emit）	prior
10812	0.36	orchestrat	s5	annotated	协作 | subagents（.claude/agents md+f	prior
10813	0.36	orchestrat	s5	annotated	协作 | 内置 general-purpose+Explore su	prior
10814	0.36	orchestrat	s5	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	prior
10815	0.36	other	s5	annotated	M108 消毒会话分享 | **MISSING** | export	prior
10816	0.36	other	s5	annotated	协作 | Remote Control（手机浏览器控制已开 work	prior
10817	0.36	other	s5	annotated	#4 后台孙进程 stdio 悬挂 | **真坑已修**：exit	prior
10818	0.36	other	s5	annotated	输入 | slash 命令族（/clear /compact /co	prior
10819	0.36	other	s5	annotated	长命令输出自动截断防 UI 卡 | 踩坑：8k tail 截断已在	prior
10820	0.36	other	s5	annotated	memory write 名/id FK 崩溃修复 | 踩坑：API	prior
10821	0.36	other	s5	annotated	执行 | **OS 沙箱**：Landlock/Bubblewrap	prior
10822	0.36	other	s5	annotated	扩展 | **单 manifest 扩展包**（MCP/contex	prior
10823	0.36	other	s5	annotated	上下文 | `.cursor/rules/*.mdc`（frontm	prior
10824	0.36	other	s5	annotated	输入 | Agent 面板 composer + inline ed	prior
10825	0.36	perf	s5	annotated	13. 命令列表非确定性顺序破 prompt cache	prior
10826	0.36	remote-clo	s5	annotated	Crew 按会话选 harness（Claude Code/Code	prior
10827	0.36	remote-clo	s5	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
10828	0.36	remote-clo	s5	annotated	协作 | Remote Development：SSH/WSL/Do	prior
10829	0.36	remote-clo	s5	annotated	输入 | `@` 文件/文件夹/项目资产引用；长粘贴自动转附件 |	prior
10830	0.36	sandbox-ex	s5	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
10831	0.36	sandbox-ex	s5	annotated	MCP 协议版本可配 | N/A 无 MCP |	prior
10832	0.36	scheduling	s5	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	prior
10833	0.36	scheduling	s5	annotated	持久化 | cron（.cline/cron md 规格+SQLit	prior
10834	0.36	sessions-h	s5	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
10835	0.36	sessions-h	s5	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
10836	0.36	shell-tool	s5	annotated	输入 | TUI composer：图片附着、`@`文件、`!`sh	prior
10837	0.36	shell-tool	s5	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
10838	0.36	shell-tool	s5	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	prior
10839	0.36	shell-tool	s5	annotated	#4 后台孙进程 stdio 悬挂 | **真坑已修**：exit	prior
10840	0.36	skills-plu	s5	annotated	**Claude Code 2.1.252→2.1.278**（~27	prior
10841	0.36	skills-plu	s5	annotated	扩展 | hooks（CC 兼容协议+exit2=block）+sk	prior
10842	0.36	skills-plu	s5	annotated	**缺口小结**: 最厚的可迁移缺口 = **Goal Mode 证据验	prior
10843	0.36	ui-ux	s5	annotated	U5 | **自定义 mode/profile** | Roo 工具	prior
10844	0.36	ui-ux	s5	annotated	> `harnesses/trae.md`；IDE Agent↔SOLO	prior
10845	0.36	ui-ux	s5	annotated	远端浏览器 tab/窗口记忆 | 边界（内置浏览器） |	prior
10846	0.36	ui-ux	s5	annotated	平台 | CLI REPL+Streamlit GUI+--watc	prior
10847	0.36	ui-ux	s5	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
10848	0.36	bugfix	s4	annotated	协作 | Bugbot PR review 服务 | ⛔ | 无 S	prior
10849	0.36	approval-g	s4	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
10850	0.36	attachment	s4	annotated	D2 | browser 自动化面 | **做：完整浏览器工具 →	prior
10851	0.36	bugfix	s4	annotated	模型 | LiteLLM 100+ provider+tenacit	prior
10852	0.36	bugfix	s4	annotated	**Cline**：Desktop/CLI/SDK 三轨迭代快但多为修复	prior
10853	0.36	bugfix	s4	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	prior
10854	0.36	bugfix	s4	annotated	- provider-native web search 默认开、mid	prior
10855	0.36	bugfix	s4	annotated	协作 | EnterWorktree git worktree 隔离	prior
10856	0.36	bugfix	s4	annotated	非视觉模型附着图片被静默丢弃→校验+提示 | 踩坑：N8 能力门控已	prior
10857	0.36	cli-flags	s4	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
10858	0.36	cli-flags	s4	annotated	陈旧任务对账 | Cline stale session 对账 |	prior
10859	0.36	git-pr-ci	s4	annotated	粘贴超长文本转附件 | Codex composer | paste	prior
10860	0.36	git-pr-ci	s4	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
10861	0.36	git-pr-ci	s4	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	prior
10862	0.36	integratio	s4	annotated	输入 | 频道消息即输入（Telegram/Discord/Slac	prior
10863	0.36	integratio	s4	annotated	Origin repos / Vercel publish / 云预	prior
10864	0.36	mcp-tools	s4	annotated	开屏 | 桌面 workspace=项目文件夹；Z.ai OAuth	prior
10865	0.36	mcp-tools	s4	annotated	扩展 | agents/modes/commands md 文件定义	prior
10866	0.36	mcp-tools	s4	annotated	MCP init 等待有界/错误域隔离/sessionless |	prior
10867	0.36	mcp-tools	s4	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	prior
10868	0.36	mcp-tools	s4	annotated	开屏 | 桌面 workspace=项目文件夹；Z.ai OAuth	prior
10869	0.36	mcp-tools	s4	annotated	扩展 | plugin SDK 全面（harness/provide	prior
10870	0.36	memory-con	s4	annotated	**会话管理**: 侧栏会话列表（日期分组/搜索/全文命中片段）；新建/	prior
10871	0.36	memory-con	s4	annotated	上下文 | 预采样 compaction（压力预测先压再采样）+压缩	prior
10872	0.36	memory-con	s4	annotated	M86 ambient context | **落地**——cont	prior
10873	0.36	models-rou	s4	annotated	M109 选区"Add to chat" | **MISSING**	prior
10874	0.36	models-rou	s4	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	prior
10875	0.36	models-rou	s4	annotated	执行 | 长命令自动转后台+background shell ID	prior
10876	0.36	models-rou	s4	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	prior
10877	0.36	other	s4	annotated	**协调器设计输入**（域证据直接喂给已拍板的协调器）：/loop 每轮	prior
10878	0.36	other	s4	annotated	M82 MCP prompts 上浮 | **落地**——promp	prior
10879	0.36	other	s4	annotated	平台 | web app（bundled pin）+remote-w	prior
10880	0.36	other	s4	annotated	扩展 | plugin SDK（hooks：config/event	prior
10881	0.36	other	s4	annotated	**壳/平台**: 桌面 Electron 壳 + 零构建网页 UI（`	prior
10882	0.36	other	s4	annotated	**Bot Mode**：命名 agent+头像+群聊，bot 互相	prior
10883	0.36	other	s4	annotated	上下文 | AGENTS.md/CLAUDE.md 上溯+远端 UR	prior
10884	0.36	other	s4	annotated	持久计划库 | Devin plans | `plan_save`/	prior
10885	0.36	other	s4	annotated	> `harnesses/codearts-agent.md`；企业优先	prior
10886	0.36	other	s4	annotated	协作 | architect 双模型管道（主模型规划→editor	prior
10887	0.36	other	s4	annotated	协作 | architect 双模型管道（主模型规划→editor	prior
10888	0.36	other	s4	annotated	执行 | **OS 沙箱**：Landlock/Bubblewrap	prior
10889	0.36	remote-clo	s4	annotated	DSH jobs/goal 投影 | U1 残余 | `sessio	prior
10890	0.36	sandbox-ex	s4	annotated	> `harnesses/openhands.md`；事件溯源平台：Ev	prior
10891	0.36	sandbox-ex	s4	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
10892	0.36	scheduling	s4	annotated	- auto-compact 100% 即禁用、recipe valid	prior
10893	0.36	scheduling	s4	annotated	1. **跨会话存活的协调者实体**——今天 task 是信箱，背后是父	prior
10894	0.36	sessions-h	s4	annotated	会话 | `codex resume/fork/queue/arch	prior
10895	0.36	sessions-h	s4	annotated	协作 | `/handoff` 打包会话+repo+branch+d	prior
10896	0.36	sessions-h	s4	annotated	会话 | `codex resume/fork/queue/arch	prior
10897	0.36	sessions-h	s4	annotated	M78 调度绑 live session | **核查已有**——p	prior
10898	0.36	sessions-h	s4	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
10899	0.36	sessions-h	s4	annotated	会话 | `--resume`/`--continue`、fork、	prior
10900	0.36	shell-tool	s4	annotated	TUI 全量显示 bash 命令 | 同构（bash 命令行可见）	prior
10901	0.36	shell-tool	s4	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
10902	0.36	shell-tool	s4	annotated	TUI 全量显示 bash 命令 | 同构（bash 命令行可见）	prior
10903	0.36	shell-tool	s4	annotated	执行 | shell 块 `confirm_ask`（y/A 全/S	prior
10904	0.36	shell-tool	s4	annotated	输入 | TUI composer：图片附着、`@`文件、`!`sh	prior
10905	0.36	shell-tool	s4	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
10906	0.36	skills-plu	s4	annotated	- spawnSpec 只管 durable job 的**进程诞生**	prior
10907	0.36	skills-plu	s4	annotated	**agent profile 绑定 secrets 子集 + sc	prior
10908	0.36	skills-plu	s4	annotated	扩展 | skills/plugins（兼容 Claude Code	prior
10909	0.36	skills-plu	s4	annotated	输入 | `@`/`/` 自动完成浮层 | ✅ | slash 26	prior
10910	0.36	skills-plu	s4	annotated	扩展 | **extension converters**（吞 Cl	prior
10911	0.36	ui-ux	s4	annotated	> **Created**: 2026-09-18 · **Status	prior
10912	0.36	ui-ux	s4	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
10913	0.36	ui-ux	s4	annotated	模型 | LiteLLM 100+ provider+tenacit	prior
10914	0.36	ui-ux	s4	annotated	Sessions Wake as You Type | N/A（本地	prior
10915	0.36	ui-ux	s4	annotated	会话 | TUI 内 `/review`（代码评审模式）/`/dif	prior
10916	0.36	ui-ux	s4	annotated	TUI 全量显示 bash 命令 | 同构（bash 命令行可见）	prior
10917	0.36	ui-ux	s4	annotated	**出口**: export HTML；审计导出。无 PR/commit	prior
10918	0.36	ui-ux	s4	annotated	距 Projects 形态的真实缺口（不是"地基不够"，是三个具体原语）	prior
10919	0.36	ui-ux	s4	annotated	knowledge folder 需操作员确认才进库 | 同构（pr	prior
10920	0.36	ui-ux	s4	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
10921	0.36	approval-g	s7	annotated	## 20. OpenClaw（personal-AI gateway	prior
10922	0.36	cli-flags	s7	annotated	扩展 | **in-process TS 扩展**（jiti 免构建	prior
10923	0.36	memory-con	s7	annotated	上下文 | compaction=隐藏 agent 跑固定节模板（O	prior
10924	0.36	memory-con	s7	annotated	会话 API 200 空体不重试/单次 failover 408 |	prior
10925	0.36	models-rou	s7	annotated	13. 命令列表非确定性顺序破 prompt cache	prior
10926	0.36	models-rou	s7	annotated	- M100 provider fallback 链+retry+模型目	prior
10927	0.36	orchestrat	s7	annotated	上下文 | CODEBUDDY.md 记忆+rules/+agent	prior
10928	0.36	sessions-h	s7	annotated	执行 | 执行模式 4 档（Ask before changes/E	prior
10929	0.36	attachment	s6	annotated	粘贴超长文本转附件 | Codex composer | paste	prior
10930	0.36	memory-con	s6	annotated	持久化 | 双 transcript（api_conversatio	prior
10931	0.36	orchestrat	s6	annotated	M100 provider fallback 链 | **落地**—	prior
10932	0.36	sessions-h	s6	annotated	会话 | sessions list/resume/fork；IDE	prior
10933	0.36	git-pr-ci	s5	annotated	## 3. Cursor（Anysphere · IDE fork +	prior
10934	0.36	bugfix	s5	annotated	#14 sign-out 凭证复活 | **真坑已修**：auth_	prior
10935	0.36	models-rou	s5	annotated	长命令后台化（核实行） | Cline "proceed while	prior
10936	0.36	orchestrat	s5	annotated	协作 | 内置 Agent/Builder/Search subag	prior
10937	0.36	other	s5	annotated	M125 memory 注入拒收 | **落地**（修复完成） |	prior
10938	0.36	other	s5	annotated	M2 | 全局急停：一键取消全部运行中 job/task+中止当前	prior
10939	0.36	other	s5	annotated	开屏 | Onboarding 清单（配模型/开项目/发第一条） |	prior
10940	0.36	models-rou	s4	annotated	开屏 | Qwen OAuth 设备流+API key+~15 pr	prior
10941	0.36	bugfix	s6	annotated	`memory search --format inject --t	prior
10942	0.36	approval-g	s7	annotated	判定：维持 §28.5 决策项，但落点已精确——若拍板做，最薄形态=「s	prior
10943	0.36	attachment	s7	annotated	M138 附件字节嗅探 | **落地**——inline 附件 ma	prior
10944	0.36	bugfix	s7	annotated	上下文 | compaction=隐藏 agent 跑固定节模板（O	prior
10945	0.36	bugfix	s7	annotated	## 5. Devin（Cognition · Cloud VM ses	prior
10946	0.36	mcp-tools	s7	annotated	平台 | TUI+print/json/rpc+server/cli	prior
10947	0.36	mcp-tools	s7	annotated	执行 | **code mode**：模型写 ≤128KB JS 在	prior
10948	0.36	memory-con	s7	annotated	`memory search --format inject --t	prior
10949	0.36	memory-con	s7	annotated	持久化 | Crew 持久 sessions/memory/sche	prior
10950	0.36	memory-con	s7	annotated	持久化 | Crew 持久 sessions/memory/sche	prior
10951	0.36	models-rou	s7	annotated	## 2. Claude Code（Anthropic · CLI/ID	prior
10952	0.36	models-rou	s7	annotated	M81 命名 profile | **PARTIAL / NAMED	prior
10953	0.36	models-rou	s7	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	prior
10954	0.36	models-rou	s7	annotated	会话 | Fork 自任一已完成 assistant 消息（继承历史	prior
10955	0.36	models-rou	s7	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
10956	0.36	models-rou	s7	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
10957	0.36	other	s7	annotated	**方法**：条目→24 能力域关键词桶 + 机制性条目逐条读 + PA	prior
10958	0.36	other	s7	annotated	协作 | AgentDelegateAction 子 control	prior
10959	0.36	other	s7	annotated	1. **跨会话存活的协调者实体**——今天 task 是信箱，背后是父	prior
10960	0.36	perf	s7	annotated	**工具可见性**: 工具卡（动词分类、cmd/diff/输出分块、已知	prior
10961	0.36	scheduling	s7	annotated	协作 | **cron 调度器**（schedule 子命令+man	prior
10962	0.36	search-ind	s7	annotated	Roo Code | 已关停 archive（前文） | 历史样本	prior
10963	0.36	sessions-h	s7	annotated	上下文 | `/compact`+自动压缩+`/context` 组	prior
10964	0.36	sessions-h	s7	annotated	> `harnesses/devin.md`；session=独立 VM	prior
10965	0.36	sessions-h	s7	annotated	> `harnesses/openclaw.md`；gateway/se	prior
10966	0.36	shell-tool	s7	annotated	N9 | 完成/待批准声音提醒（opt-in terminal be	prior
10967	0.36	skills-plu	s7	annotated	上下文 | AGENTS.md+.goosehints+@file	prior
10968	0.36	skills-plu	s7	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
10969	0.36	skills-plu	s7	annotated	模型 | `llm`+`llm-pi-ai`+`llm-deepse	prior
10970	0.36	ui-ux	s7	annotated	模型 | LiteLLM 100+ provider+tenacit	prior
10971	0.36	ui-ux	s7	annotated	1. **跨会话存活的协调者实体**——今天 task 是信箱，背后是父	prior
10972	0.36	git-pr-ci	s6	annotated	U9 命令白/黑名单+配额 ask | **已有** | 分层所有权	prior
10973	0.36	attachment	s6	annotated	面 | 对方功能（身体层） | 我方 app 面 | 缺口/证据 |	prior
10974	0.36	bugfix	s6	annotated	M114 持久 `js_repl` | **MISSING** |	prior
10975	0.36	cli-flags	s6	annotated	## 2. Claude Code（Anthropic · CLI/ID	prior
10976	0.36	git-pr-ci	s6	annotated	- spawnSpec 只管 durable job 的**进程诞生**	prior
10977	0.36	mcp-tools	s6	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	prior
10978	0.36	memory-con	s6	annotated	会话 | per-session messages.jsonl+me	prior
10979	0.36	memory-con	s6	annotated	输入 | TUI composer：图片附着、`@`文件、`!`sh	prior
10980	0.36	models-rou	s6	annotated	OpenAI OAuth 登录族 | provider auth 变	prior
10981	0.36	models-rou	s6	annotated	G8 web/浏览器工具 | web_fetch/web_searc	prior
10982	0.36	other	s6	annotated	协作 | Bugbot PR review 服务 | ⛔ | 无 S	prior
10983	0.36	remote-clo	s6	annotated	协作 | Remote Development：SSH/WSL/Do	prior
10984	0.36	search-ind	s6	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
10985	0.36	sessions-h	s6	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
10986	0.36	sessions-h	s6	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
10987	0.36	skills-plu	s6	annotated	协作 | subagents（.claude/agents md+f	prior
10988	0.36	ui-ux	s6	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
10989	0.36	mcp-tools	s5	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	prior
10990	0.36	approval-g	s5	annotated	M96 allowlist 导入导出 | **落地**（前批） |	prior
10991	0.36	approval-g	s5	annotated	G5 | **生命周期 hooks**（Pre/PostToolUs	prior
10992	0.36	bugfix	s5	annotated	会话 | `/btw` 只读 side chat（fork 上下文的	prior
10993	0.36	bugfix	s5	annotated	/status 显示推理模式+待批准+上下文 | 同构 |	prior
10994	0.36	bugfix	s5	annotated	非视觉模型附着图片被静默丢弃→校验+提示 | 踩坑：N8 能力门控已	prior
10995	0.36	bugfix	s5	annotated	非视觉模型附着图片被静默丢弃→校验+提示 | 踩坑：N8 能力门控已	prior
10996	0.36	bugfix	s5	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
10997	0.36	cli-flags	s5	annotated	工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d	prior
10998	0.36	integratio	s5	annotated	扩展 | modes/规则/MCP（per-mode mcp 组+m	prior
10999	0.36	integratio	s5	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	prior
11000	0.36	memory-con	s5	annotated	会话 | TUI 内 `/review`（代码评审模式）/`/dif	prior
11001	0.36	models-rou	s5	annotated	开屏 | `crush` TUI/`crush run` headl	prior
11002	0.36	models-rou	s5	annotated	**工具可见性**: 工具卡（动词分类、cmd/diff/输出分块、已知	prior
11003	0.36	models-rou	s5	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
11004	0.36	models-rou	s5	annotated	开屏 | Google OAuth 免费层/API key/Vert	prior
11005	0.36	models-rou	s5	annotated	**工具可见性**: 工具卡（动词分类、cmd/diff/输出分块、已知	prior
11006	0.36	models-rou	s5	annotated	执行 | 权限服务（skip→allowlist→hook 预批→s	prior
11007	0.36	models-rou	s5	annotated	13. 命令列表非确定性顺序破 prompt cache	prior
11008	0.36	other	s5	annotated	**Codex**：releases 全是 alpha tag 无说明（	prior
11009	0.36	other	s5	annotated	/status 显示推理模式+待批准+上下文 | 同构 |	prior
11010	0.36	other	s5	annotated	扩展 | modes/规则/MCP（per-mode mcp 组+m	prior
11011	0.36	other	s5	annotated	上下文 | 上下文文件拦截注入标记（`_scan_context_c	prior
11012	0.36	other	s5	annotated	协作 | **browser_* 全套+browser_vault	prior
11013	0.36	sandbox-ex	s5	annotated	输入 | 只有 bash 一个工具；v2 工具调用式/v1 文本围栏	prior
11014	0.36	sessions-h	s5	annotated	输入 | `/tangent` 旁路 fork 会话、`/conte	prior
11015	0.36	sessions-h	s5	annotated	执行 | 模式 Agent/Ask/Plan/custom；队列消息	prior
11016	0.36	sessions-h	s5	annotated	会话 | sessions list/resume/fork；IDE	prior
11017	0.36	shell-tool	s5	annotated	执行 | shell 块 `confirm_ask`（y/A 全/S	prior
11018	0.36	shell-tool	s5	annotated	P1 | 非视觉模型图片静默丢弃（Crush） | ✅ 已防：N8	prior
11019	0.36	shell-tool	s5	annotated	持久化 | 会话+索引对象+usage 统计（per-seat to	prior
11020	0.36	shell-tool	s5	annotated	session origin 过滤（Slack/Web/API/Ji	prior
11021	0.36	skills-plu	s5	annotated	skills 显式 allow-list 替换 all-on cat	prior
11022	0.36	skills-plu	s5	annotated	扩展 | **extension converters**（吞 Cl	prior
11023	0.36	ui-ux	s5	annotated	session origin 过滤（Slack/Web/API/Ji	prior
11024	0.36	ui-ux	s5	annotated	非视觉模型附着图片被静默丢弃→校验+提示 | 踩坑：N8 能力门控已	prior
11025	0.36	skills-plu	s4	annotated	重启丢参数/daemon 指纹 | 不复发——spec 重推导/自生	prior
11026	0.36	api-sdk	s4	annotated	输入 | steer（打断偏置）+follow_up 队列；cust	prior
11027	0.36	approval-g	s4	annotated	输入 | 消息式 UI；confirmation 模式（动作挂 AW	prior
11028	0.36	approval-g	s4	annotated	blueprint source git\|database | 同	prior
11029	0.36	bugfix	s4	annotated	工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d	prior
11030	0.36	bugfix	s4	annotated	输入 | `/tangent` 旁路 fork 会话、`/conte	prior
11031	0.36	bugfix	s4	annotated	tool results 紧随调用即发 | 同构（泵逐条 emit）	prior
11032	0.36	bugfix	s4	annotated	上下文 | 上下文文件拦截注入标记（`_scan_context_c	prior
11033	0.36	bugfix	s4	annotated	协作 | architect 双模型管道（主模型规划→editor	prior
11034	0.36	git-pr-ci	s4	annotated	扩展 | hooks（CC 兼容协议+exit2=block）+sk	prior
11035	0.36	git-pr-ci	s4	annotated	conversation tags/归档、上下文用量表+手动压缩、p	prior
11036	0.36	other	s4	annotated	session 搜索范围开关（仅 prompts vs prompt	prior
11037	0.36	other	s4	annotated	### 28.6 Update Delta Audit（2026-09-	prior
11038	0.36	remote-clo	s4	annotated	可配置超时 | 同构（max_minutes/job timeout	prior
11039	0.36	remote-clo	s4	annotated	协作 | Remote Control（手机浏览器控制已开 work	prior
11040	0.36	sessions-h	s4	annotated	会话 | `--resume`/`--continue`、fork、	prior
11041	0.36	shell-tool	s4	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
11042	0.36	skills-plu	s4	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
11043	0.36	skills-plu	s4	annotated	skills 显式 allow-list 替换 all-on cat	prior
11044	0.36	ui-ux	s4	annotated	协作 | 内置 general-purpose+Explore su	prior
11045	0.35	bugfix	s7	annotated	执行 | MAX_TURNS=100 硬帽+`max_session	prior
11046	0.35	mcp-tools	s7	annotated	N8 | ✅ 已有 | 附着按**当前模型** `input` 模态	prior
11047	0.35	approval-g	s7	annotated	扩展 | skills（SKILL.md+从 CC/Codex/Op	prior
11048	0.35	bugfix	s7	annotated	开屏 | 三形态（码道IDE/插件/CLI `codearts` T	prior
11049	0.35	bugfix	s7	annotated	开屏 | `kimi login`/`provider`/`doct	prior
11050	0.35	mcp-tools	s7	annotated	## 10. Codex CLI（OpenAI · Rust TUI +	prior
11051	0.35	memory-con	s7	annotated	输入 | `/tangent` 旁路 fork 会话、`/conte	prior
11052	0.35	models-rou	s7	annotated	provider 连接测试 | Cline `doctor` / 各	prior
11053	0.35	orchestrat	s7	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
11054	0.35	other	s7	annotated	上下文 | contextPaths 族自动装（AGENTS/CLA	prior
11055	0.35	remote-clo	s7	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
11056	0.35	approval-g	s6	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
11057	0.35	approval-g	s6	annotated	M81 命名 profile | **落地**——`<instanc	prior
11058	0.35	approval-g	s6	annotated	协作 | Bugbot PR review 服务 | ⛔ | 无 S	prior
11059	0.35	attachment	s6	annotated	Live Voice Mode | 边界（语音 UX 非范围） |	prior
11060	0.35	git-pr-ci	s6	annotated	**缺口小结**: 最厚的可迁移缺口 = **Goal Mode 证据验	prior
11061	0.35	mcp-tools	s6	annotated	**agent profile 绑定 secrets 子集 + sc	prior
11062	0.35	mcp-tools	s6	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	prior
11063	0.35	mcp-tools	s6	annotated	会话 | `codex resume/fork/queue/arch	prior
11064	0.35	memory-con	s6	annotated	持久化 | 会话+索引对象+usage 统计（per-seat to	prior
11065	0.35	memory-con	s6	annotated	持久化 | 会话+索引对象+usage 统计（per-seat to	prior
11066	0.35	models-rou	s6	annotated	会话 API 200 空体不重试/单次 failover 408 |	prior
11067	0.35	models-rou	s6	annotated	开屏 | 桌面 workspace=项目文件夹；Z.ai OAuth	prior
11068	0.35	models-rou	s6	annotated	OpenAI OAuth 登录族 | provider auth 变	prior
11069	0.35	models-rou	s6	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	prior
11070	0.35	other	s6	annotated	Sessions Wake as You Type | N/A（本地	prior
11071	0.35	remote-clo	s6	annotated	Live Voice Mode | 边界（语音 UX 非范围） |	prior
11072	0.35	remote-clo	s6	annotated	CodeBuddy 本地 gateway 跨域 POST | ~~复	prior
11073	0.35	sandbox-ex	s6	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	prior
11074	0.35	scheduling	s6	annotated	agent 驱动内置浏览器 | 同构（browser 工具族已配置即	prior
11075	0.35	sessions-h	s6	annotated	**缺口小结**: 我方上游身体的强项（session 树/rpc/扩展	prior
11076	0.35	ui-ux	s6	annotated	knowledge folder 需操作员确认才进库 | 同构（pr	prior
11077	0.35	approval-g	s5	annotated	**缺口小结**: 可迁移 = **自定义 mode 定义（工具组×fi	prior
11078	0.35	approval-g	s5	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
